runid,n,p,model.trt,model.rsp,ninf,ninf_cem,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1,tmle2,aipw2
42200,1000,10,step,step,17,270,1.871657807,0.21917362,0.722226074,0.54610095,1.232495143,1.848820781,1.229333501,1.461443244,0.741816686,0.768529115,1.621818669,1.593038169,1.072605028,0.914340391,0.725723402,1.827200379,1.75952499
50249,1000,10,step,step,19,270,5.57424316,7.810404889,7.093076481,7.432657924,6.399271827,5.635403051,6.358952525,6.269753946,7.188492833,7.278871062,6.79449798,7.015446295,6.473213714,7.038627161,7.10503271,5.609600028,5.678417316
14176,1000,10,step,step,12,229,4.84370911,6.171667071,4.746334354,5.055472846,4.677306147,4.817316672,4.738524452,4.723526121,4.397628571,4.971936759,5.274081737,5.139584333,4.910639301,4.693143411,4.71628399,4.784886355,4.830883671
855,1000,10,step,step,21,265,3.455597074,4.596026112,3.776017419,3.97161906,3.749007708,3.462656042,3.726680827,3.552126806,3.760334942,4.039526373,3.682219893,3.71121177,3.904145128,3.872490823,3.810277406,3.438130781,3.481916135
75742,1000,10,step,step,23,257,3.791313846,2.911512335,3.179257059,2.961397232,3.344472122,3.623143571,3.319382782,3.43618302,2.900960526,3.559319951,4.181272876,4.223975677,3.882603902,3.206229364,3.201758023,3.605820937,3.490108429
82234,1000,10,step,step,21,275,3.535827353,4.313022712,4.135112257,4.313022767,3.854907022,3.525164199,3.877214573,3.802337002,3.826984033,4.230578216,4.58636965,4.464468875,4.366100127,4.110409124,4.139489536,3.483953889,3.718268055
57664,1000,10,step,step,16,259,5.296071512,6.738535179,5.685665733,6.048954444,5.48508743,5.448549699,5.609916556,5.522895324,5.541969847,5.814159406,5.265289316,5.382064979,5.679658009,5.606281581,5.641314745,5.425738775,5.614613542
82921,1000,10,step,step,12,222,4.179397123,2.729874148,3.122818315,2.80036077,3.368549663,4.2510322,3.381964214,3.973043899,3.172624115,3.686768588,4.187294552,4.131099444,3.85698896,3.38356859,3.166747017,4.230813256,4.116541073
26775,1000,10,step,step,19,237,3.987627893,5.473284848,4.834436439,5.074278012,4.745741265,4.085984576,4.764990258,4.48602977,4.416298389,5.592161312,5.562842399,5.622678509,5.395255191,4.664893969,4.804237896,4.106571478,4.19138379
41533,1000,10,step,step,15,273,4.139619194,3.805336804,4.056141817,3.796325888,4.090322411,4.062594756,4.142220278,3.991161435,4.269112391,3.947090488,3.861980925,4.000277096,4.143642368,4.060547575,4.058595047,4.065740315,4.016623744
50346,1000,10,step,step,16,263,3.019945545,3.858265609,3.480551907,3.713350251,3.512654944,3.090880817,3.489008502,3.270933739,3.275038485,3.437422599,4.898369057,5.237189101,2.962791489,3.423868232,3.438094843,3.067070997,3.099143089
68148,1000,10,step,step,27,263,3.918824784,3.553205247,3.466563862,3.55320533,3.393190535,3.704875865,3.495286782,3.264886983,3.720440209,3.38876523,4.15260819,4.052288261,3.438704026,3.488868183,3.453635244,3.69253784,3.536263359
53629,1000,10,step,step,20,261,1.684632535,4.476393689,4.127520801,4.291535749,4.112097618,1.707011675,4.025379767,2.759790264,4.046755392,4.461169364,3.866698581,3.997043494,4.118032223,3.905709106,4.113980243,1.658271994,2.022067713
60445,1000,10,step,step,28,270,3.895797864,4.811645584,4.635945952,4.833166085,4.048182513,3.962041199,4.032167971,4.179325331,4.706525503,4.167292689,3.425085336,3.573019454,4.064577363,4.727678716,4.618458743,3.985609808,4.035954509
66754,1000,10,step,step,23,272,3.600791212,3.574998771,3.882172913,3.69492321,3.870725331,3.604193543,3.899417791,3.747169033,3.799589971,3.967702288,4.569114208,4.465507533,3.699352813,3.882290912,3.907630683,3.583329116,3.560956354
67281,1000,10,step,step,21,292,4.096024804,5.339128575,4.612446496,4.793111283,4.465667364,4.191194361,4.434673551,4.43104172,4.731742812,4.364886922,5.94929626,5.971736169,4.434508232,4.588796275,4.61918943,4.161107309,4.327829497
91943,1000,10,step,step,27,275,2.621654939,3.539289921,3.225157815,3.319394492,3.278627807,2.830923575,3.162299281,3.072993645,3.242001906,3.497004307,0.283983803,0.359144679,3.271657404,3.224182246,3.259109212,2.847001431,3.119614389
45573,1000,10,step,step,23,275,3.607130213,4.464870672,3.381600677,3.701095919,3.32983127,3.47045132,3.29707856,3.421076269,3.434468696,3.342174941,2.044287157,2.148577689,3.134286392,3.429956563,3.344719495,3.464446005,3.516933499
66681,1000,10,step,step,9,213,3.686826557,3.7339888,3.72130682,3.564693755,3.880242752,3.729602822,3.892368981,3.793118293,3.597534354,3.657370415,3.211128066,3.288694234,3.682659794,3.772323002,3.720390199,3.777578591,3.747995872
31550,1000,10,step,step,18,258,3.411543173,4.627004039,3.364228739,3.839617231,3.399434403,3.216373368,3.406899862,3.515319061,3.593439437,4.148491163,3.294187722,3.271855759,3.800788362,3.307737989,3.326837726,3.169496091,3.270285542
25526,1000,10,step,step,20,267,2.553698534,1.868810167,2.924203336,2.569751644,2.912257416,2.571594041,2.910161256,2.704865912,2.987365145,2.717017041,3.482613608,3.50741595,2.573965789,2.937789334,2.950467986,2.597103457,2.652209335
11523,1000,10,step,step,14,227,4.285152381,4.75149765,4.38804718,4.362978581,4.272979058,4.435856499,4.245941312,4.356756946,4.676006708,4.066871414,3.908888491,3.960998776,4.05142591,4.494435373,4.411212645,4.410209386,4.351492861
87249,1000,10,step,step,33,267,4.359029736,4.862896423,4.42812324,4.338142576,4.432983646,4.27692242,4.328090757,4.403786335,4.424599104,4.601688429,3.98688482,4.050686445,4.556536727,4.473116143,4.453415048,4.37316373,4.389469422
15037,1000,10,step,step,28,264,6.471784308,7.991099803,7.410378037,7.523405599,6.802638731,6.534671231,6.860874358,6.777647157,7.376772199,7.221759659,6.657816923,6.662306478,6.981640468,7.474018695,7.465122347,6.588674903,6.554799484
72692,1000,10,step,step,24,278,4.373726233,3.552798127,3.865420797,3.901088346,4.217702938,4.463131495,3.938140335,4.097327264,4.190011391,4.504489924,5.655535227,5.582521869,4.540875098,3.892630824,3.854056563,4.278085689,4.239594459
89770,1000,10,step,step,18,259,5.555477762,4.702742395,5.621782442,5.216849799,5.680053394,5.537058954,5.730185943,5.508921803,5.144430544,5.004386534,3.449873649,3.539755298,5.406734645,5.590913191,5.630016274,5.589171895,5.62052408
26840,1000,10,step,step,19,269,5.029816228,6.585271196,5.937965506,6.249996768,5.897146531,4.980831181,5.898072484,5.380020257,5.812328441,6.400910991,4.931640961,4.975061324,6.295858124,5.97008415,5.931666366,4.927358571,5.073411455
5489,1000,10,step,step,22,236,4.384223777,4.730739902,4.824524858,4.678537536,4.602938776,4.326826556,4.760014137,4.646605042,5.168003814,4.826036042,7.338954799,7.286632478,4.71302435,4.852594889,4.805389075,4.329893402,4.414443009
26512,1000,10,step,step,22,286,2.7551091,3.276942559,3.218333904,3.298417947,3.148871796,2.829261421,3.137172818,2.938544961,3.555467438,3.291157297,3.800542408,3.707879958,3.270524742,3.263188844,3.165790317,2.820345594,2.858192745
12633,1000,10,step,step,10,268,4.094199492,2.005730046,2.613917302,2.551349636,2.638713599,4.041219052,2.692713413,3.350790011,3.273950016,2.349262072,3.354940279,3.663420195,2.717789737,2.762530076,2.638377413,4.068628437,3.810432314
80801,1000,10,step,step,9,254,3.817873327,5.784954644,4.372463906,4.718678969,4.179528903,3.978929889,4.166843915,4.362160774,4.430511379,4.746837097,4.615366628,4.668772545,4.394821201,4.326059572,4.378611924,4.007886482,4.307952787
20612,1000,10,step,step,18,256,4.858654956,4.966895908,5.156888412,5.14572467,5.070924141,4.695141557,5.234463637,4.871181554,4.981156856,4.474751053,3.319473652,3.325017924,4.768278519,5.224410326,5.157410415,4.678353473,4.798140189
83092,1000,10,step,step,17,261,3.199569745,2.82836069,2.927722474,2.78799997,2.899953184,3.234165268,3.08787161,3.162020781,3.247764853,2.510237786,1.916526726,2.070016646,2.847153983,2.984254856,2.999463505,3.259475579,3.194870912
18477,1000,10,step,step,25,272,2.851822564,2.078116573,3.053119056,2.976601652,2.888513365,2.975441568,2.792685173,3.076306318,3.117156708,2.919868907,5.467746834,5.489649696,3.00586497,3.065561746,3.031843012,2.94569048,2.948324339
24451,1000,10,step,step,14,231,4.751229161,4.393629002,4.587107016,4.39291814,4.431146576,4.866449574,4.558906305,4.767122483,5.218268119,4.107725635,5.26398691,5.359199975,4.322947573,4.671431867,4.609084838,4.828145701,4.842532705
98807,1000,10,step,step,19,288,5.70016009,4.946661815,5.190283469,5.116625665,5.066237299,5.694441584,5.147382824,5.439669961,5.003582799,4.891944886,4.373325897,4.272335131,5.130966769,5.200274367,5.140418069,5.720819388,5.683970035
43939,1000,10,step,step,16,318,4.392840213,5.759984207,4.666638989,4.836466725,4.504482907,4.464425105,4.419263045,4.45079365,4.569085076,4.219096588,4.687093032,4.70313421,4.372033524,4.704098423,4.645705986,4.45048949,4.479166735
27771,1000,10,step,step,12,236,3.173721811,4.773253074,3.925877147,4.046473967,3.882095535,3.190450925,3.825596927,3.332177809,3.89816542,3.774514132,3.870224984,3.685053145,3.726037061,3.859225584,3.924680948,3.222631163,3.272728462
97055,1000,10,step,step,17,250,5.331613805,4.478350083,4.557273369,4.574406346,4.794051084,5.354218781,4.802161664,4.749819841,5.051701807,3.961669946,5.004178649,5.174174433,3.750794278,4.700602107,4.631289089,5.20928992,5.266946583
60778,1000,10,step,step,20,292,4.356388549,4.155502952,4.218012027,4.186107042,4.182911895,4.252107029,4.092276916,4.225101304,4.008770986,4.679357592,6.441818248,6.378474591,4.709225742,4.154540065,4.16567477,4.254717716,4.206313187
36563,1000,10,step,step,10,247,2.982921797,4.210257588,3.501039218,3.728434279,3.329458213,3.060491491,3.34374686,3.266002161,3.435561578,3.382358521,3.202940608,3.105680276,3.22278669,3.515122532,3.428833374,3.187852952,3.17331295
46410,1000,10,step,step,22,276,4.019271334,3.959883997,3.875291649,3.917491229,3.866686147,3.898301107,3.945723407,4.105421288,4.012777384,4.088745887,4.765432938,4.7623963,4.165948635,3.902827866,3.883437034,3.934000588,3.860730146
48971,1000,10,step,step,19,251,2.151498832,2.499213638,2.45328147,2.460308155,2.387029146,2.17087139,2.304142629,2.322210943,2.365875543,2.232491436,0.25381243,0.1604543,2.354416988,2.47443994,2.412518507,2.010188477,2.292285806
