runid,n,ninf,ninf_cem,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1,tmle2,aipw2
19,1000,3,45,0,-20.703858324052447,-5.124190324879606,-7.605952416217491,-9.20781528032558,-0.6360801752652776,-7.284759330110205,-5.14225606719458,-1.053848479743749,-13.10370179194976,-5.091509277063835,-5.160277927397033,-5.892642018028198,-3.171725229928346,-6.2663675914373815,-0.5764864268712083,-1.2315390137945714
16,1000,7,60,0,-18.15679206972527,-5.71939872116198,-6.600317316182554,-6.918964366660299,-0.8528026713245024,-4.553329079314722,-4.963821776468279,1.0801529245709673,-10.018872882291646,-3.0107216569697925,-4.646015671700525,-4.735144897969263,-4.964344291700091,-6.087269724008863,-0.523470646779591,-2.694265020759804
24,1000,5,34,0,-23.476481183628607,-7.355648457028082,-9.537961246988658,-11.088951816087421,-1.257446026188132,-6.462623466768719,-4.828176501101154,0.5765524302050551,-18.45326934709132,-3.8159586308493942,-11.475461876314967,-6.518720401580168,-6.0519591036351645,-5.4018222216736085,-1.176438643598156,-0.41011988748729916
26,1000,11,57,0,-23.92287945663807,-7.560469012187866,-10.314263974656882,-9.730131429813653,-0.8057114071696615,-8.891864047247424,-5.411821247612636,0.25864497817588017,-16.673551813964394,-4.367316062236824,-7.920070714608414,-6.434244325686535,-5.931330315680124,-7.251950586202705,-0.7259500447033543,-2.393801398663375
25,1000,2,48,0,-21.018645597434272,-6.767451391188132,-8.523328408469865,-8.84212150045314,-2.2592617098061405,-5.358209648219855,-5.349188274138129,1.2029353989337608,-13.993641756642376,-4.546359775252029,-7.370466225789045,-5.353856947132073,-5.535759394332837,-5.177820024253882,-0.8431060599752755,-3.4755363827269345
23,1000,3,41,0,-23.116941049546256,-6.754338128747264,-7.8002543671914,-8.80758836563575,-1.5113591358057743,-5.59778102061054,-4.434968348396467,-0.35920622854951034,-13.56827904368538,-3.51705224496655,-7.514425050294221,-7.069766644807288,-5.1299674603437175,-2.2630004684882876,-0.9919454627606167,-2.5376511344210178
29,1000,2,29,0,-23.92091811948856,-5.857329196030406,-7.77463402765224,-9.227950899946212,-1.8492575001116314,-5.3786297706915605,-4.767012984552508,1.67630453136411,-15.116552370153585,-3.8293125980935088,-6.691260788077642,-4.135544422918144,-4.5478610246061315,-7.502157623390018,-0.8678714949755282,-3.350449932547942
30,1000,8,58,0,-20.659295494596165,-4.4102895171106695,-6.40898055343493,-6.682231372778359,-1.7923657900681533,-4.568756912589578,-2.626416763036616,1.2737616462671895,-13.174687477139543,-4.092531244217753,-6.932003495197023,-4.344862355560878,-2.614511810415081,-1.2482709028563517,-0.6826342264276938,-1.3424869135144522
27,1000,2,33,0,-20.697591918068383,-5.575844673287747,-6.786509811584722,-8.33500348295407,-1.4300506715061405,-6.317943399181246,-4.640719834940086,-1.805712552715562,-17.42071020814558,-5.194910583705081,-10.005849928655977,-5.843939405069676,-5.290606200850688,-7.100992198017179,-1.1944067342536804,-1.9627464515085487
28,1000,6,40,0,-23.855106528656364,-7.8497553149641135,-8.658951370654279,-10.68374234119643,-1.415690053779329,-5.6424705644572555,-5.132873488520403,-1.1420688476684404,-18.867947676598874,-6.580452956382885,-11.627217327384784,-5.872666282004985,-6.646607376394639,-9.15199398620063,-0.8664350874845452,-1.8962421029792333
32,1000,4,40,0,-18.21013801886815,-6.533919590703164,-7.695875019822864,-7.685185709916351,-0.9835026685060541,-8.139824812072732,-4.853585405370694,-0.24894409424607034,-13.329365263983107,-3.830423830250197,-8.650637420489034,-4.6126504295324935,-5.121941891157221,-4.9639324339575985,-0.42180655494413727,-0.36160829565497016
31,1000,4,43,0,-15.997843842686393,-6.067801475927354,-5.979316409373411,-6.571641575333494,-1.2082015425531676,-5.6412736530652126,-4.768179324820892,1.888274669569114,-13.646833708386055,-6.4226413990203355,-9.34623689552501,-5.4228034645306025,-5.305280212735305,-5.960604715907842,-0.7835364252171368,-1.1773600587020363
33,1000,4,31,0,-17.97901401989276,-7.429153578184753,-9.073424568379693,-10.110822831084002,-2.0654578099893257,-7.101851063819964,-7.496047247303636,-1.9598889913042967,-16.90945652781241,-6.072390214627603,-8.486805437787183,-7.414288851813552,-6.609462518772176,-8.107307196394046,-0.7028068902069433,-3.221087298133652
35,1000,8,42,0,-23.29238904954235,-8.542594000335015,-10.390500522558568,-11.138863017531838,-2.867131092733783,-8.613848524888681,-5.349723478944156,-1.1719372023651147,-18.208783098063435,-6.200462311542253,-9.354247175018912,-7.674564156339244,-7.261247908419124,-9.505029354135443,-1.6593522626122865,-4.8037825884606375
34,1000,7,39,0,-21.115833828714443,-6.368109636346105,-8.082100648604609,-9.36327261545309,-0.1770239973665933,-6.108618007654741,-4.542129973232335,3.359659964411321,-16.630433878287505,-5.760618427879166,-8.755757612900197,-6.995763143839866,-5.45596947765644,-3.0729549396205385,-0.39401158293922445,1.0537283758210498
41,1000,2,53,0,-16.518210549158937,-6.2781174810492075,-7.591978056231511,-8.073701712674806,-0.46923262439416696,-4.289829512412467,-3.9444817158720866,-0.03244451034944973,-12.525220113567883,-0.8134423373955997,-3.6209847697581665,-4.334931077248683,-4.44827497832688,-2.338742017091317,-0.9590468148274017,-0.19726181569888998
37,1000,2,37,0,-17.437202645589508,-6.179295712202531,-6.545295016775867,-8.892700693279483,-0.3582561465319528,-5.952195861394728,-4.275997793827372,-1.5038540785621421,-13.451248013531767,-2.328886224842279,-4.871022181733252,-5.680704155699999,-4.847410258456863,-6.395727988225686,-0.36490889315747943,-1.072264649588603
38,1000,3,47,0,-21.154747935943135,-6.778792898972256,-9.162779803470755,-9.238136353190617,-1.4776877106346193,-8.986315535973176,-7.8399447709442995,-1.6404622594469913,-14.597528512314483,-6.197029544744652,-9.269664472170405,-6.97476222716827,-5.052491376675924,-7.571710967832406,-0.7095121388804685,-2.88258553529203
39,1000,6,60,0,-18.536305501018035,-8.066915084689697,-8.304766485294664,-10.631063658372517,-1.7644628532857547,-9.506587463757256,-6.556161324155653,-1.5255665538838628,-16.863432813480188,-6.63889441132099,-9.345668351586056,-7.2549591030887655,-7.985473553638635,-9.717521993811923,-0.6307962522061297,-2.4649312579332388
42,1000,4,57,0,-20.56345460823104,-6.64907027074878,-10.44472537931702,-8.763750599664771,-2.762876997644404,-7.992679993067441,-7.094062995113177,1.8566913219514447,-19.637465984070786,-6.368628687792295,-11.253878071810817,-5.509437983603476,-5.058382960558518,-4.442549487885928,-1.0750822234032928,-2.9695793362164755
36,1000,2,35,0,-19.64695816562852,-5.16273006552052,-6.624312771453845,-7.349005055437244,0.06894867972442141,-5.828985774455816,-3.725004315103547,1.6871228646653549,-13.792828861395236,-5.413794037023337,-8.509687101393808,-5.638740657626727,-3.9628882029504604,-4.956915947900183,0.024616257244786617,-1.1625156887009158
40,1000,2,28,0,-22.74163806907933,-8.451770938533116,-10.233011157064482,-9.998903978773507,-2.449352026520157,-6.2356582347548795,-7.739346473248929,0.893973956388038,-16.85589847063096,-5.352497834195731,-9.528466532329617,-4.82468492251914,-6.353910309949634,-8.171590961102103,-1.5308529140399871,-2.87923348234452
44,1000,8,49,0,-18.842659099219077,-7.793343087120519,-8.180854723740055,-9.219419445961831,-2.6961258571925906,-7.171132027355441,-6.083981212926858,0.340757151341478,-14.3581114546256,-4.013971056939454,-5.926047538810678,-5.676839646675177,-6.905687664837756,-7.697734105130295,-0.898724115746576,-3.5767357807010907
43,1000,0,26,0,-22.59727360864906,-6.993892651699753,-8.398792476802726,-10.6472137753548,-1.5628877545517061,-7.158548953593481,-6.517305608066124,-2.786133219193289,-18.487661466325818,-5.352145830498955,-14.15286722609332,-6.453494268431427,-5.838528338414627,-8.323771227526887,-1.3133603672166017,-1.453959078255895
45,1000,4,26,0,-16.84479373159718,-5.455905258014553,-6.349536435317248,-7.47860418472156,-1.3450129425828088,-6.238397300163115,-4.070978477605536,1.557785236071794,-13.227165188832316,-2.939391495928561,-5.778690923654125,-4.463739148893353,-4.130876618050906,-5.4546341580986635,-0.14657363659981268,-2.1158550356903945
50,1000,7,53,0,-20.186686051952506,-8.233438208975656,-8.42689699766126,-11.398973889888717,-1.916411101756056,-3.136772568973754,-7.468738684617591,-1.6310965999419977,-18.78014798108009,-9.907767123692622,-13.519588304284497,-8.754334896467043,-7.417500766954864,-10.016921420421001,-1.4222555903720793,-2.830026064018192
52,1000,3,40,0,-17.86349857532707,-5.006076541457901,-7.831100081509163,-7.1370751053259065,-0.8113357022739893,-5.127254996863428,-3.8695668933748664,1.141356852217399,-11.56966768505336,-3.9895193217107874,-5.286224398779041,-5.151334063272458,-3.777378348039072,-3.5228581204510663,-0.9937484918842315,-0.5176739444786628
51,1000,4,34,0,-20.188979254408565,-4.772858192067758,-7.365087673374546,-7.835480711376179,-1.46216437450469,-5.370939814354784,-2.702017765485408,3.212665229412977,-16.728983398653213,-5.641261097229915,-9.455637353364438,-6.2766264368863744,-3.221541616704898,-4.689934396232143,-0.4514056944750855,-1.291694391011085
46,1000,1,21,0,-16.534039884655755,-5.665799748680655,-5.917285088491667,-8.038083135264088,-1.8186303118966807,-5.156703505574114,-4.016510807338506,3.3411342067123826,-15.514803114734576,-6.307239299799221,-11.401418699914501,-6.435524671602423,-4.777791100461681,-5.7113024477952035,-1.2789328055493867,-3.0403084892057475
47,1000,2,16,0,-17.96189364422014,-6.605163188744285,-7.747892610157521,-8.157939175002465,-1.8793666842432604,-4.0452737212513625,-6.630197848410688,1.062458935627319,-14.583380825505401,-5.5871062509338,-8.192857526699584,-5.377113315981916,-5.563559636406475,-5.657821662606342,-1.0648017706981983,-3.3546811665571967
48,1000,4,37,0,-19.417474101210132,-7.7332593053700975,-8.087540519517859,-9.495710698785016,-1.1048046689383413,-5.60086571390795,-5.657993458718494,0.1625647561170922,-14.351832982462383,-3.7312287643002264,-7.84398852946515,-4.842786498505376,-6.626781176583977,-7.437668182952616,-0.9011693848042235,-1.957257059089861
49,1000,2,47,0,-18.603454403138556,-6.3276653571235215,-5.959875561088296,-7.324236798918862,-0.8717578200963171,-4.909977891932186,-5.5690425965221095,0.9141226108557987,-12.260882864075825,-3.1826809450181486,-4.068793576043987,-5.631120615891859,-5.5946294133435535,-6.78133395375335,-0.910245083116541,-2.425826634038702
53,1000,2,50,0,-19.050301150338015,-6.145792694041717,-7.299951565047252,-7.768588483668642,-1.835754101278036,-5.636973746631867,-4.826602989579413,1.677834071180314,-14.308879083047515,-4.540072606391675,-8.339321640575548,-6.578938106190151,-4.712734411335901,-4.839072701909365,-0.9948733186566215,-2.566822647703673
54,1000,3,48,0,-23.251081197697175,-4.627800075948272,-5.846569600071263,-9.402714130366094,-0.4176306027710363,-5.488100944517157,-2.3728944275926267,1.0539410828977793,-15.153206808436153,-3.3589207945075543,-6.681769546145858,-4.262770627202173,-4.804213187835417,-7.3310223712662905,0.45677177156046095,-0.8316742289048673
55,1000,6,39,0,-19.29180039340875,-7.605981059302081,-7.613653398555954,-9.664576033744199,-2.0832266233648973,-7.385187756707097,-5.948510002907938,2.6222845026043444,-15.01555863812132,-4.319923665155301,-7.7680453042149225,-5.300357382880009,-6.643848092064105,-7.69384942410448,-0.44602125807502013,-2.5270780735375937
56,1000,4,29,0,-18.558046766253796,-4.566713298513804,-5.970923966987158,-6.949877741936576,-0.08909168426410506,-4.286815836167563,-4.453816134257721,0.453427088277806,-14.658786208864484,-3.428974516560345,-6.620742401329181,-4.501198686056284,-3.481839631476926,-4.580521061011862,-0.404697655254516,-1.375123937439414
58,1000,4,55,0,-18.200659940829894,-5.879092185488986,-6.348900301578567,-8.52574370893005,-1.5790225020218482,-7.479166689209819,-3.385981177897804,-0.2678156364825668,-12.505424983463769,-1.6131996298712181,-3.2957582797555176,-5.706631174436524,-5.275084774326972,-4.526613825060501,-0.6680422903161289,-0.7650839811610197
62,1000,5,39,0,-13.405221942450112,-4.044842409145161,-4.693982965918451,-5.923504705563134,-1.0344440446824785,-4.350363979621932,-2.9433730898905424,4.899192082010217,-11.497481339631804,-1.5020860200276616,-5.195678515282509,-2.9721906368622513,-3.300236353703313,-4.105275246826121,-0.6089048544286918,-0.38230864107000745
59,1000,1,21,0,-25.804006034260254,-6.726682673742033,-7.237792560163172,-12.161751133563435,-0.6253345099868011,-6.402906014474638,-4.631853168590254,3.166761963947124,-20.064520948877572,-6.621955151948129,-12.61806883825264,-5.775275398614582,-5.89763158019865,-8.435380933262968,-0.6779260034860348,-1.8419689646619544
60,1000,7,58,0,-18.038791984598163,-5.574230927516481,-7.010094912809137,-7.54241110310424,-2.0991421381677875,-5.32513211859299,-4.06873652577525,-1.9355621226224287,-14.155692008577688,-3.61885041785834,-6.593621363112646,-5.78533457544907,-3.8654019950752394,-3.0029795436458735,-0.5144907202828225,-2.162157900018183
57,1000,0,21,0,-20.08334552588397,-5.398472215330202,-7.054410344306234,-9.426274062880386,-0.8665558705281815,-2.2398561149478553,-4.11491604512787,2.1550884772076984,-18.919547994715145,-4.447626279010564,-14.11290613150581,-6.400473365771802,-4.455134494377409,-4.633344908919027,-0.39023578735620434,-0.7126723998049442
63,1000,3,25,0,-18.898977766828722,-5.916479046613063,-7.8142439451745815,-8.296686323573264,-0.812097408763388,-4.2105713583882505,-5.405119535536329,1.6569171406335954,-12.512197021319764,-4.63133609008392,-8.259835205602315,-6.121737766477565,-4.7025092900424665,-6.127843064401845,-0.8653572183247749,-1.4670308005126498
61,1000,0,35,0,-16.88432865400162,-6.392730385539181,-6.2594008137118635,-7.972048479810034,0.3706236667853423,-5.205281706603046,-5.582067502482829,0.35519844915370413,-16.284647852741898,-7.637831482675807,-12.515989406676596,-5.89019811987805,-5.225078328226943,-3.4301374757732503,0.1369926719664347,-1.0351768251086189
64,1000,5,38,0,-21.64994035938784,-5.857676428175694,-8.312806707425125,-9.495809396142574,-0.4435053237386997,-7.420300228071625,-3.6120710188183693,-1.5020856410603756,-15.752215554429114,-4.949869878589254,-11.279854073915004,-5.48743465193445,-4.733965856700719,-6.702571451304588,-0.058415563317169863,-0.7592796090284603
66,1000,6,52,0,-22.180869683609416,-5.733302695844685,-8.081642063775917,-7.195555513086192,-0.4184288511929883,-5.345846122622675,-3.6030791553286576,0.8971202683202648,-15.241675675775866,-1.8872573179922654,-7.3487969053856546,-3.2780765273466557,-4.308491672422408,-5.56926637015807,-0.9571377812516262,-0.7896083056891638
65,1000,1,23,0,-19.68940408001353,-7.575795159200652,-10.21536655501626,-10.673469793698771,-1.4992020800571875,-7.008641232672204,-6.108538051441883,0.847559792588811,-18.5923910237139,-8.47520515514617,-14.572947656792593,-7.89505276175143,-6.43959138241759,-7.401791219849189,-1.3326882918403493,-2.382251703160845
67,1000,4,55,0,-18.05066888607479,-6.599318497950719,-6.768740938485308,-10.141511754926427,-0.6660745812039869,-5.661720940215645,-5.186798813460825,0.5002197968085511,-17.270320111132293,-4.907629195972078,-11.442100577279547,-5.762691889268041,-5.097687057487581,-3.0005719161609354,-1.5975331855097665,-0.22776040609365716
71,1000,4,41,0,-18.100022648230976,-7.754891857800914,-7.483366406968287,-9.7216785016444,-1.2534839352979499,-6.633827939735198,-5.39155530007551,-0.025422433061663696,-15.305919780875627,-2.7700325355576467,-6.4511709808449496,-4.429485267763596,-6.8030420559752205,-7.049530918629952,-1.3951617958044833,-0.5571459273344214
68,1000,1,34,0,-16.15512621339576,-4.137654615562894,-5.11512287173602,-6.604422661741729,-0.6233322707115208,-3.5708569560297008,-3.5638448858623235,3.108785178891594,-14.240309031564266,-3.9928037605411646,-8.488243157509942,-4.093130359864148,-3.265067840034845,-3.642964000705767,-0.8974046073492683,-3.1551744324927866
69,1000,4,27,0,-20.464861323005294,-6.506505028845538,-6.684267646911167,-8.083143229879472,-1.6783272529191482,-3.0658747656168543,-3.851497321808637,2.1386209361714066,-14.526828455241969,-4.029894818630936,-6.817316570661291,-5.041231413239899,-5.28251246857153,-7.166656233839553,-1.008991356597922,-2.0112766813110614
70,1000,5,38,0,-18.39414132886037,-5.979503962119168,-7.865182223553006,-8.299846180141431,-1.0750410641635055,-6.163032498867409,-5.3099814626957595,1.682667462340163,-12.289422021799936,-3.3329775746219923,-5.581993327489158,-4.537394965520775,-4.804234162399655,-5.936647909693861,-0.2571358131932889,-2.9549149262376435
72,1000,5,38,0,-16.989872866347667,-6.854448481348157,-8.657472180515839,-8.369420724252993,-1.4061010571640187,-5.898390546587535,-4.147386973388251,0.40357248290709435,-13.331999527603614,-3.733350559412372,-6.3005064193839075,-4.796207384598233,-4.883006848543078,-6.332498233791427,-0.941956418003387,-1.1964448953896698
73,1000,3,31,0,-14.98489662780193,-6.846356880428743,-7.335407149873248,-7.650551921898131,-1.000916296062475,-6.31160401406305,-5.269224104935915,0.37355193098042605,-12.780350328135171,-4.95226073239084,-6.573008082081117,-5.7055952995746395,-5.266963768288535,-5.489152247460765,-1.63602546448327,-2.364898572169733
74,1000,6,33,0,-19.28147639578208,-6.005635156839219,-5.869083767107753,-7.623424620163804,-0.7011212199654006,-4.543234006981578,-3.6749770414310774,3.813786737840587,-13.959834741642425,-4.0414048414398,-8.098341034040743,-5.513150907957964,-5.769384755484478,-6.085293662218946,-0.27809807071457665,-1.3209159391987142
76,1000,4,27,0,-16.970978466671454,-6.307611868370827,-7.737862908500148,-8.43267558572065,-0.19899814100767302,-6.879156834104435,-4.7560428374181924,1.8584291868465925,-15.13721337561023,-3.798485773155903,-7.761560061047902,-5.3795645904160665,-5.250285623725469,-6.8434362382131715,-0.18659483525537668,-0.8933811153956772
75,1000,5,51,0,-15.317371824644397,-6.0191874383054085,-6.4077349998930515,-6.914649815222315,-1.3203390284404666,-4.842041303738313,-2.2999961145882253,2.317087086617107,-10.259317870955783,-1.5203289163091256,-3.937585700622293,-2.8120674344593226,-4.06132581243149,-1.6614860870822188,-0.4471531791869941,1.5869554177790883
77,1000,2,47,0,-23.034019513710206,-5.277067208765544,-5.981116328220992,-8.418932138915235,-0.43429399648969114,-4.543227764768062,-4.104506558037656,1.6363239070832378,-15.928171338104363,-2.7094944980724165,-6.937060822291073,-5.350466969458836,-4.550732260036505,-6.672930384229787,-0.49176839426649216,-1.1288988903326331
78,1000,2,35,0,-16.482552475088823,-5.282768028319225,-6.072988455330744,-6.760595466205073,-0.6037834258859617,-4.647771693102101,-4.539835935203001,1.3529481414854558,-13.16007899457773,-3.9419839026851093,-6.045459685062212,-6.232851305204434,-3.9397854746463685,-5.730883986051879,-0.10708386692812313,-0.6843851729622543
79,1000,5,42,0,-21.279215643368673,-6.979088933801506,-7.044768606882542,-9.609289453180127,-1.2377732841683016,-5.712714271617244,-5.852229818342153,0.2517777114533146,-16.829733616440677,-5.383633795564805,-8.789790203548108,-5.862787185662597,-6.033252951915177,-7.841085398033455,-0.834061843138074,-3.2563928991803928
81,1000,0,51,0,-17.20113679183737,-5.830916564142257,-7.000450170873734,-8.206063909237889,-1.0792095566385194,-4.517956676286474,-4.417029709355518,3.740454729340769,-12.98202554732191,-2.3872225513848093,-6.0342508958524945,-5.3187241881663,-3.948541953898186,-3.4719358041506823,-0.5855257269121878,-0.523004271915004
80,1000,2,34,0,-15.878408248630961,-4.253860326809843,-6.34481296336196,-5.813030196929552,-0.5180934291862856,-3.582805577681796,-2.6900756321611823,1.878973228701824,-11.941666070780741,-1.7823216383049498,-4.461650173560031,-2.9615697631070077,-2.4035218510336116,-1.8303330222110992,-0.14630729381272084,1.0501191206632172
83,1000,5,40,0,-20.347198085165388,-5.403092449544118,-6.024242885143252,-7.025616487026462,-0.8270918270834154,-3.493294853081295,-4.573309390100093,0.5352165637656583,-12.859732154616921,-4.139428677173385,-6.070477888081342,-5.083687853274483,-4.348767224277843,-5.276486568820369,-1.009773962617684,-2.1290247336253256
82,1000,5,25,0,-19.24954143365909,-8.416040427574558,-11.076266091843479,-10.922830886558483,-1.0340537322765406,-10.290349117277373,-8.78381745669688,-3.101103351957306,-18.74782249104919,-9.561451470622814,-15.488097470437339,-8.6170328979928,-6.891991415262276,-5.345671205118752,-0.4065785368738053,-2.9932597477771905
85,1000,4,45,0,-19.045838377222623,-4.930271983050943,-6.3998909121357315,-6.451152236384232,0.16171320245370063,-3.438941954259178,-3.092323596137902,4.572222829402136,-13.253442373288067,-2.158993435570636,-4.745822522005653,-3.8512639790425567,-3.773482121240321,-3.001233045641225,0.20929974249255412,0.13708228680001522
88,1000,8,61,0,-14.90148429922715,-5.451086633216988,-8.186385431805121,-7.0842797677338885,-1.2585947017204886,-5.665815635328471,-5.043450780544731,1.3399941616461604,-12.377345050356837,-2.086401112734791,-3.9282696426972166,-2.455603709264267,-3.934181873223525,-5.306315347685975,-0.7467718206338634,-1.565319444574193
84,1000,5,33,0,-21.19601452365825,-6.213020596075012,-7.739046754965358,-7.539006511872676,-0.16231504006274286,-4.158518135257708,-4.790218149406769,3.1548002731492204,-15.932477769035586,-2.8714915264584135,-5.584094477615821,-4.758987275045911,-4.598554392308935,-5.4528379354512495,-0.06314485606711819,-0.46396551678889103
