runid,ninf,ninf_cem,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,tmle2,aipw1,aipw2
27,7,30,0,1.4039854364232092,1.9956422871807638,-0.20791901709646599,-0.1124553168590402,0.9773477310719506,1.1130880397028742,1.016586838669654,2.142776818882127,2.711589323882774,1.0004240301525453,0.9432961123652546,2.6540937723754148,1.7173581966695648,0.30709189608823273,1.9880031172144341,0.8553329499021861
28,3,29,0,0.6171982892318848,0.21562227143301982,-0.023919962864336952,-0.2571582895496551,0.3539766400249976,1.3594988353934738,-0.04074348851648857,1.274660731508388,1.9192180347331442,-1.167672209457217,-0.9809949223993466,1.8860941519334302,0.7218589329728335,1.478716021098689,1.0206516161707642,0.09570862140749373
29,5,37,0,-1.2618050397746163,-1.669928833475982,-0.7731171559084578,-0.16957288045848348,-0.4677934834931176,-0.61633519044402,-3.083136665591158,0.49606682691617543,1.2838714337577635,-0.6706985077823235,-0.7266461442484262,1.1359560524769297,-0.4147229768023871,-0.6746692298883884,0.3789171391616362,-1.0911064034934146
30,4,33,0,-0.25589516115794186,-0.6523655237229198,0.023804703306589126,0.42037915407298615,0.05290132647882637,0.335133592370533,-1.1848335276667097,-0.16624421843771664,0.435529691261606,0.277577629393309,-0.27356734480946576,0.33138602094355996,-0.9113166191434255,-0.1612836229612806,-0.2173665671033492,0.20211019856274828
31,7,33,0,-0.6719305874695349,0.6823675971851113,0.022869202060705973,0.3992173714541601,0.018679500516362305,0.2517868430336643,-0.4969018298980581,1.0273949748990479,1.5844306472973684,0.18684931191277032,0.10471834800315083,1.9294579587092544,0.39589721407752887,-0.13498544869419402,0.6231734505955553,-0.002384473848998321
32,5,29,0,-0.5759834265889436,1.0394997361394935,0.3686758654945095,0.9376534029911601,0.11739089280039879,-0.2521545237983469,-0.4926614519259287,1.2026265415116653,2.262365674019195,0.8949828869693621,0.9027967021197862,2.2003717507893814,0.6555255554958698,1.4551726800523084,1.0141446621245365,-1.6076637077254108
33,6,28,0,0.3252902783039504,-0.8389119646033025,0.4293762720453893,0.41232866290551384,-0.3835787387006341,0.06325310126425432,-1.838672333191326,1.514348363029236,1.6056594753763989,1.1012070819539916,1.2662021240791628,1.4838054291414968,-1.0206149052175013,-0.5420905939851907,-0.6525554990235048,-0.5241975850050679
34,5,25,0,1.0766298338689566,2.229540107908183,-0.07104114893198865,0.43662870055357933,0.9735020367276163,1.9657319908714799,1.5431389027187725,2.624099115446187,2.8357022341910962,0.47443538348531034,0.44743233021606077,3.6332190079757525,2.025729489498342,0.6196934420698522,2.996737423333288,1.4863396604230203
35,6,23,0,-1.0962379394988337,0.058190185249470616,0.16510162156904684,0.41766183657459144,0.12100022490802108,0.28375877444414677,-0.21273392646814937,-0.1702716099614161,0.30348391008477016,-0.040082060037885725,-0.27705671695408407,0.7934343284162377,-0.4236438895435516,0.06252462606271982,0.1037596891920772,-0.268705023521541
36,2,28,0,-1.3471649707234983,0.13770138599028758,-0.672721763668136,0.8050723597861411,0.8593234168734863,-0.6451476937486387,-1.0330676472179752,0.11590352438666596,0.5560730651778059,-0.859010085958333,-0.899054127303001,1.0308548700471398,-1.2727962018488683,-0.015296084769063823,0.9875511726587458,-0.657853656598145
37,3,26,0,-1.9752550976503462,-2.8437379885085354,-1.1549047821092637,-0.8434448622573198,0.1256823629689529,-0.83758808200538315,-2.002117310793108,-0.21689005722657928,1.0127491671548938,0.557318974604132,0.7663783503795916,0.3583108054109889,-3.2543028106448273,-0.1659379613116442,-2.6451418566193534,-0.13035294628683716
38,3,17,0,-0.06050364017957044,1.0119047193426418,0.14470845729684356,0.6118666812904802,0.5394772554594985,0.9775749867476122,0.4637986672495211,1.0999245817920187,1.8089693245151421,-0.33853375450748047,-0.3397688543421369,1.9148242690617296,0.7266305482444883,0.2294027332081054,0.9601366766656916,0.1805810330479945
39,3,20,0,0.4546316979871481,1.9962381514621175,0.5146578192166436,1.171417492571405,0.4034243636521774,0.63645454403306,-0.20373333133943383,0.1385676632899484,2.263032765363998,1.0766905498165675,1.0146386838062105,1.9944289021410277,1.9623805096167466,0.44313142566258595,2.541208130695013,0.2618229358344344
1,4,20,0,1.3330871972251543,2.0049803486754607,0.24171321678575186,0.6028117848495363,0.44312333910702256,0.5100921778126954,0.32417680231994517,0.14640451786007702,1.9139165861549055,1.247571770697168,1.0654833996958883,1.8424441755760474,2.096860612969268,0.4624290081067198,2.3814586068251233,1.0468249477835423
2,5,35,0,-2.1629416335237366,-1.103462280635779,0.22367971307822732,0.6991777729353612,-0.5276496497096707,0.30937654614216115,-1.8082671202165237,-0.27875414627323547,0.2802778360752747,-0.06084133216371512,0.2562617204435771,0.6764013520260468,-1.485283607225172,-0.987120187157249,-1.3656450525892558,-1.0977205189483004
3,7,24,0,0.26760570851175736,-0.5309488617438021,-0.5498471447499087,-0.4659869460533572,0.2084329463335615,-0.4689216100858671,-0.8462931378768364,1.3543261764597796,2.2256255917937935,0.2840049217234606,0.4253480542900232,1.6822259695392292,-0.5228055069391102,0.4318145396789939,0.21337050167742988,0.07614390230139317
4,1,26,0,-1.5177985879912583,-0.6284974138880521,0.4382300015173639,1.2074935053228675,-0.48739744861053896,0.4806899107215834,-0.9205227283028856,-0.11075573094553537,0.648576584490101,0.07731693398921191,-0.1338704819579739,-0.042850261233200904,-0.49112420894386455,-0.4797020521091386,-0.17519778383612822,-0.7498142275980997
5,3,22,0,-0.606709184075255,0.031432342312519346,-0.4722122028289286,-0.1080948490629001,0.4953107834627131,0.43540315150969455,-0.9426867456727521,0.6613436571494669,1.7448567659965413,0.6981922817753543,0.8191538734930757,2.120920793941904,-0.05846328885892443,0.1481989481835375,0.64761570602361,-0.23233037244261232
6,7,36,0,0.8692322915988875,0.3001976038185674,-0.6273567607717165,-0.502212829525679,-0.593349005965854,-1.7415346295203191,-0.5181934180967582,0.25228519016857387,0.6776727620034464,0.5991535032766606,0.7104594710584022,1.0361436741030658,0.6290144981279493,-0.7605437251032025,0.5877437231776669,-0.6774465170982681
7,3,18,0,-5.020699226115095,-1.6349502598095418,-0.36971882499530206,1.5763758713921774,-0.11535594640628184,-0.5223755933793308,-3.83024909954751,-0.32142035168726935,0.06043622939445292,-1.4974644736333134,-1.3357155784698658,1.2629761672578947,-2.7926176069318798,-0.03929882918515586,-1.20583003863491,-2.4951633457920797
8,8,31,0,-0.6049416595177437,0.996554732092525,0.047846279134837744,0.4910795419608675,0.6154728179703125,0.7480810936942763,-0.47114953059756726,-0.24267830513580968,0.7428808317191802,-0.09053057795975983,-0.19446924586852532,0.732862228500629,0.7652455848720546,1.5756784503216694,0.7807965276945582,0.3386676669572957
9,3,23,0,0.6900072673314712,0.9611391871589152,-0.28326954243691826,-0.1105361862993512,0.37258355424285977,-2.198658410317795,0.13545091512989327,0.18959727022654604,1.296814630042415,1.0984769067958773,1.0983851666316276,1.3301632579869738,1.4364204552474842,0.7256349147001825,1.3169128820342804,0.8085349476210285
10,2,32,0,-0.429654774467469,0.8173375069367372,-0.07798610816053753,0.08346013598196055,0.5104294401502255,-0.2694814381009767,-0.33835334041405485,1.2896553339037666,1.7244141136540714,0.9033782453343475,0.8543682662658356,1.7734285006260073,1.9623205103981918,0.38866649768946454,0.7121929494452407,-0.43888201132172533
11,8,33,0,-1.2882238425565093,-1.4060863909180519,-0.6720733138624171,-0.13161158748211796,-0.0582738047923329,-1.2054506264652165,-1.9740244284330917,0.9064079697960032,0.9863253602419855,0.34418288922261375,0.4460157993759375,0.9748017646227538,-2.0163940189781173,-0.40468934284130625,-1.167277083055543,-1.0935451105690859
12,2,15,0,-2.7012751669750212,-1.2505298829675988,-0.5307909056507398,0.3648519076680522,0.07788055020008998,-0.3855064514960054,-1.4563281802525418,0.04923220144036833,0.3613284555031342,-0.31860687017288125,-0.2321763869329021,0.44909493519406674,-1.5460815358416846,-0.01660196975180328,-0.9579332567817284,-0.9695492166141576
13,0,26,0,-0.0219489342678445,0.7318981931147617,-0.6223855208586189,-0.33549536617473436,0.0959354118882663,-2.605051164438404,-0.09179577858943233,-0.41873892152834635,1.2603235779218052,0.7379826164741559,1.0629673879345463,1.726440087915452,0.8023965523992456,-0.06839368035695004,1.4483384083845232,-1.0428696776067867
14,3,25,0,0.5951097444671891,0.4633467598341596,0.26343893717691635,0.2922461966467982,0.3308013800581315,0.2316067091257663,-0.595450446855776,1.0597867947696775,2.1816875880796847,2.1871662879896343,1.9593577770012072,2.789209025151079,0.14634839290205837,0.1451861253785089,0.45066437652336333,-0.15199690051601925
15,4,33,0,0.08851019877574196,-1.0494822482464432,0.4297260734247832,0.4747962241737205,-0.16746386721476886,-0.5792987867289456,-2.766135081833851,-0.2667923737862532,0.48581538505817523,0.9555440795448498,0.7917542483113056,0.4881459686190217,-1.3398047937771675,-1.2346171139973237,-0.7106811143087175,-1.0162384835264022
16,2,28,0,-1.8810738095520936,-0.5879484017449368,-0.46011981242324307,0.18379597650902033,-0.6584351679103199,-0.10403096524076894,-1.393258219194605,-0.08126039419862696,0.579643686428545,0.40139326184670043,0.08966988324011105,-0.5442873825034003,-0.3282221153784603,-0.3897173676132017,-0.24876555271156214,-0.9284467033618757
17,3,30,0,-1.589614555151611,-1.7598340640455685,-1.2588645529385563,-0.7772142374031737,0.12741945633333787,-2.0480462354265896,-3.0711393282531088,0.13904003291054323,-0.009825120385113628,-1.0066132189185675,-0.9162569542992656,0.9118700831550113,-1.9893030491299217,-0.9829894376238771,-1.3098636548170315,-1.580673629707855
18,4,27,0,0.8325376920544807,-1.1954141644609502,-0.5642884030596944,-0.51032196431186,0.017299961459683447,0.10160910039839521,-1.485183324433902,-0.11120666979867888,1.2161312852077737,1.1021613335777136,1.0881765475840446,1.7933780119776497,-1.672986960620415,-0.6556777987661235,-0.38057169906998123,-1.3660365647202362
19,3,26,0,0.8764859044025224,0.9679332473742122,-0.21975679551034588,-0.131395558656591,-0.5294267456124118,-2.0136127695066657,0.0826204867150544,0.7690027891222,2.2588912105603,-1.079997531707213,-0.9626300146058799,1.796749716507522,0.5374367306766322,-1.1711646801054107,1.1464963889438726,-0.036299872040119766
20,2,29,0,-1.0006730229510463,-0.45405530295231866,0.04698689226430197,0.24034993783077227,-0.32099775903973604,-0.20571287768543822,-1.5706369471064097,-0.6834098064535237,0.5738713609171242,-0.16654808278212796,-0.3205321492628048,0.17786114639202832,-0.5287676107779108,0.050402750064642426,-0.5458265961087007,-1.1445360794332198
21,6,24,0,-0.8102344671432924,-0.39589016298706525,-0.3263253279758418,0.13191750697870658,0.35211808326673183,-0.1484515911455082,-2.2066201693503436,-0.20970213574121566,0.8112226777176774,1.7327498806336288,1.513522869901121,-0.6076218319543134,-1.525755901953737,0.315015638101146,-0.6917452230207964,-2.2782003916209983
22,4,31,0,-3.4105724059798312,-1.4807621731999872,-0.6648642278100878,0.09288047264411692,-0.7951144205015827,-0.6857905070880319,-2.3756538911616625,-2.334579207422375,-0.7487445600322769,-2.020673999932198,-2.287958059704744,-0.4238670390442598,-1.396023704919142,-0.6370057534423847,-1.8430037030455952,-1.9656779830036524
23,6,33,0,0.04200965901396536,0.7833523208367872,0.5810972890727015,0.9970569543501941,-0.0733880407828222,0.16775502627446226,-1.7243255913071494,1.0070843630200166,1.2566351633992712,0.03662996642675331,-0.012415909848677131,1.628287700452245,0.2031161011959863,-0.12627661193187842,0.8267184292656493,-2.320143066516223
