id,name,att_true,att_est,lower,upper,covered,se_AE,error,bias,true_SE,lower_with_true_SE,upper_with_true_SE,covered_with_true_SE,N_T,N_C_tilde,deg_overlap
1,toy,2.9948577331898094,3.1489240245891494,2.9517272016118548,3.346120847566444,1,0.10061062396800742,0.08437761073966965,0.06968868065967104,0.094534585742016,2.963636236534798,3.3342118126435007,1,100,38.83924774732114,low
2,toy,2.9948577331898094,2.9581854286640956,2.771892139311562,3.144478718016629,1,0.09504759660843556,-0.10636098518538309,0.06968868065967104,0.094534585742016,2.7728976406097443,3.143473216718447,1,100,38.83924774732114,low
1,toy,2.9948577331898094,3.0935440968491568,2.9364626771994473,3.250625516498866,1,0.08014358145393342,0.041735914182438744,0.05695044947690864,0.0859123654967915,2.9251558604754453,3.2619323332228682,1,100,51.21969935922904,mid
2,toy,2.9948577331898094,2.9387339492218496,2.7649890994388144,3.1124787990048848,1,0.08864533152195661,-0.11307423344486865,0.05695044947690864,0.0859123654967915,2.770345712848138,3.107122185595561,1,100,51.21969935922904,mid
1,toy,2.9948577331898094,2.9472269062355645,2.7570052189710315,3.1374485935000975,1,0.09705188125741482,-0.12004250322232383,0.07241167626807687,0.09001721341215298,2.770793167947745,3.123660644523384,1,100,44.618168074033,high
2,toy,2.9948577331898094,3.2021572799149736,3.030345855465079,3.3739687043648683,0,0.08765889002545653,0.1348878704570858,0.07241167626807687,0.09001721341215298,3.025723541627154,3.378591018202793,0,100,44.618168074033,high
