runid,nc,nt,f0_sd,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1
13,1000,100,0.1,0.205019876,0.371746651,0.371746871,0.248989938,0.165904619,0.223550216,0.244094485,0.234636095,0.222730241,0.22628145,0.17896918,0.201852101,0.192849615,0.371943255,0.174104088
14,1000,100,0.1,0.204895179,0.377643459,0.377759025,0.262888149,0.192366389,0.225368593,0.242343183,0.238031942,0.240723794,0.240528022,0.207500545,0.198309479,0.229810284,0.377335484,0.201584321
15,1000,100,0.1,0.212210537,0.382645028,0.382740361,0.24676048,0.134139384,0.247075359,0.255333153,0.239951664,0.226802816,0.231981904,0.217556488,0.230019462,0.227236691,0.382393166,0.144854624
16,1000,100,0.1,0.209074072,0.359370382,0.359508013,0.24493972,0.134720402,0.224233826,0.320149759,0.228613051,0.229183483,0.235949743,0.186627109,0.213579132,0.174942313,0.360129514,0.153744212
17,1000,100,0.1,0.192929792,0.364930925,0.365346325,0.245443919,0.157772005,0.216494993,0.236490391,0.223991097,0.232201323,0.229392161,0.217912784,0.227581568,0.200640616,0.365329902,0.166502079
18,1000,100,0.1,0.202324048,0.365785917,0.366089942,0.221492639,0.130750215,0.193983572,0.231368653,0.199251759,0.211528693,0.204377634,0.18309416,0.198536134,0.179853054,0.366258782,0.13685468
19,1000,100,0.1,0.193227641,0.352034903,0.35225756,0.221622146,0.128375642,0.193759751,0.215466529,0.196206923,0.205897817,0.203726587,0.193924046,0.201377439,0.157002886,0.351646234,0.152338659
20,1000,100,0.1,0.205828862,0.363532051,0.363466123,0.238081413,0.134027573,0.233138503,0.311692421,0.234597666,0.226204054,0.228057865,0.224343596,0.226779898,0.216868706,0.363236112,0.151730762
21,1000,100,0.1,0.198003207,0.353642208,0.353596243,0.210481488,0.077154397,0.252969025,0.195117682,0.221838782,0.196938496,0.21628155,0.191220862,0.204454874,0.199004434,0.352613692,0.08172313
22,1000,100,0.1,0.20962203,0.380704202,0.380659759,0.243510477,0.15534206,0.226288031,0.18126821,0.234735607,0.212739881,0.228552116,0.201187989,0.225739279,0.199659693,0.380397869,0.163836476
23,1000,100,0.1,0.189332228,0.347721511,0.347726038,0.21192721,0.100392951,0.22633647,0.15930642,0.224779112,0.200904999,0.212621563,0.22074932,0.218354543,0.209018961,0.348266219,0.106909669
24,1000,100,0.1,0.21501602,0.368517111,0.368537453,0.247858164,0.133031183,0.264996861,0.266118538,0.254901921,0.272464849,0.252499167,0.257553318,0.258346621,0.243492815,0.368136724,0.142710694
25,1000,100,0.1,0.19901641,0.369295362,0.369252977,0.243374549,0.149236126,0.222932431,0.176616491,0.239743841,0.227387822,0.239482478,0.214792348,0.224678807,0.213373234,0.368616247,0.157364847
26,1000,100,0.1,0.203626248,0.370476914,0.370455542,0.245193393,0.144695648,0.232084745,0.248214907,0.234010325,0.233745528,0.231931051,0.181743153,0.201501532,0.200710185,0.370754367,0.158094949
27,1000,100,0.1,0.187942553,0.362046253,0.362026796,0.227378125,0.143020637,0.203615379,0.18328426,0.208529161,0.201007126,0.212246453,0.201455248,0.206733048,0.189645999,0.361759006,0.149792626
28,1000,100,0.1,0.192015188,0.360076305,0.360076305,0.226948205,0.132240135,0.205981646,0.220053384,0.214734923,0.219020538,0.21564383,0.184164837,0.206080912,0.186967577,0.360960128,0.140612514
29,1000,100,0.1,0.208663763,0.374953235,0.374963976,0.239655657,0.114032774,0.261358112,0.257697936,0.253465446,0.270314438,0.23909592,0.231335936,0.237640283,0.244529655,0.374048951,0.119518066
30,1000,100,0.1,0.200332275,0.361934223,0.361734662,0.229167204,0.127104058,0.205654109,0.256873362,0.206047953,0.213430852,0.207270002,0.20406329,0.194358389,0.18883502,0.362254965,0.140586015
31,1000,100,0.1,0.195895454,0.361754599,0.36188633,0.223774451,0.115820047,0.221529547,0.160998747,0.211867051,0.213109408,0.217214479,0.189802303,0.211844757,0.180940119,0.361034176,0.12841868
32,1000,100,0.1,0.208299523,0.375140601,0.375397389,0.256163428,0.163051335,0.254862498,0.248691068,0.256361714,0.237338962,0.242069949,0.222420625,0.230822443,0.230401445,0.374277561,0.171834783
33,1000,100,0.1,0.16376498,0.341685247,0.341530031,0.199397191,0.105862032,0.168373084,0.162202853,0.169436249,0.151768433,0.182751861,0.132421256,0.138887933,0.149588016,0.341867831,0.121329327
34,1000,100,0.1,0.205608387,0.367816865,0.367504705,0.243692482,0.149610206,0.211846517,0.242634155,0.22755016,0.233837747,0.216234206,0.217230563,0.209765987,0.201733941,0.367267879,0.159743645
35,1000,100,0.1,0.18784479,0.375905826,0.375917898,0.237669924,0.136692728,0.237615366,0.118628933,0.238603035,0.223919399,0.238981549,0.219689474,0.228597826,0.241914943,0.375818834,0.144802812
