runid,nc,nt,f0_sd,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1
17,1000,200,0.15,0.207474139,0.412983259,0.412703258,0.266087222,0.160733654,0.224912185,0.511267944,0.237165033,0.234019193,0.230809291,0.220363417,0.231757782,0.229032314,0.412622354,0.215479356
18,1000,200,0.15,0.208727945,0.409444045,0.409014041,0.277390303,0.178735182,0.239728358,0.338028453,0.24477081,0.255351388,0.241490048,0.23401573,0.241932612,0.242740056,0.408857805,0.237780934
19,1000,200,0.15,0.213849672,0.414586626,0.414966147,0.259547387,0.149524333,0.248531783,0.315152812,0.235513047,0.224908338,0.234012215,0.215218528,0.225227549,0.217110699,0.415145287,0.238409183
20,1000,200,0.15,0.205210079,0.419951903,0.419471059,0.290337102,0.207319932,0.241561886,0.240143799,0.248375451,0.262196325,0.249778894,0.24145335,0.24479068,0.239110735,0.419161089,0.277378441
21,1000,200,0.15,0.185754315,0.39886693,0.398842113,0.258648658,0.159321768,0.208366947,0.269310302,0.213170037,0.195271571,0.21656559,0.176259025,0.185785478,0.176588732,0.39881509,0.203256371
22,1000,200,0.15,0.197435285,0.410548381,0.410821312,0.257798087,0.14233357,0.230209993,0.155286269,0.239057344,0.23463619,0.238042341,0.244318173,0.23492771,0.227174156,0.411304218,0.206138652
23,1000,200,0.15,0.196814816,0.42494309,0.424913354,0.270043499,0.175562576,0.214301607,0.229005083,0.231472866,0.217699994,0.220748633,0.238700249,0.21137968,0.213622474,0.424436225,0.228885472
24,1000,200,0.15,0.190559241,0.410554138,0.410449236,0.256875358,0.15179993,0.200084338,0.188126933,0.202079689,0.202348775,0.205070644,0.14428408,0.172888198,0.144375972,0.410883224,0.207300917
25,1000,200,0.15,0.214581149,0.422203194,0.421945322,0.279311804,0.189188009,0.209065727,0.294344299,0.218486751,0.192896879,0.206248067,0.179425263,0.197257863,0.167058315,0.422496112,0.314427265
26,1000,200,0.15,0.219173329,0.41212814,0.41205126,0.259447399,0.158878205,0.211200902,0.252536479,0.214673224,0.206691409,0.207636998,0.195517106,0.203213856,0.190053072,0.412175507,0.256325326
27,1000,200,0.15,0.203425123,0.409792683,0.409792683,0.260093055,0.171756166,0.188916804,0.321821344,0.200705973,0.197889258,0.20261701,0.180956536,0.167979066,0.172969325,0.410084784,0.272716202
28,1000,200,0.15,0.2047201,0.417257597,0.416935476,0.250253269,0.148022295,0.19080094,0.218275448,0.199801455,0.187602965,0.192493651,0.189450699,0.192496359,0.188495752,0.41630437,0.17666627
29,1000,200,0.15,0.213144609,0.416922729,0.416694352,0.261122678,0.159337415,0.211720233,0.274590561,0.215098714,0.205864203,0.213043799,0.203353802,0.193436071,0.200572362,0.417433865,0.238064333
30,1000,200,0.15,0.197629384,0.39646857,0.396314411,0.230317082,0.128564926,0.163142049,0.333904736,0.141813265,0.124503374,0.148596878,0.122615328,0.135344619,0.11202791,0.396235609,0.230390084
31,1000,200,0.15,0.1886199,0.40467951,0.404865021,0.260452418,0.160655019,0.209925122,0.240084154,0.218281809,0.185637838,0.219144399,0.184741859,0.196288509,0.196852091,0.404532911,0.191074723
32,1000,200,0.15,0.230794071,0.424919935,0.424809135,0.26725112,0.168118083,0.241869604,0.180857885,0.251324755,0.252357891,0.238918858,0.231412049,0.224437386,0.274675073,0.424264546,0.227333929
33,1000,200,0.15,0.211308913,0.409777588,0.409968323,0.255789256,0.149558343,0.235463984,0.236672188,0.238551537,0.241125021,0.23629462,0.222389144,0.225829093,0.227403587,0.410054233,0.202005124
34,1000,200,0.15,0.211331786,0.420887198,0.420875125,0.285288831,0.187966621,0.232021538,0.284952486,0.237886468,0.224259149,0.236212392,0.22587901,0.229213907,0.207669977,0.421370622,0.255117978
35,1000,200,0.15,0.186890269,0.400035202,0.400022827,0.241716065,0.146437622,0.198598279,0.212276015,0.198233039,0.191566969,0.198073769,0.193912212,0.189614605,0.186928538,0.399823359,0.215774658
