runid,nc,nt,f0_sd,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1
21,1000,100,0.05,0.19712214589742172,0.24779694527332027,0.30618089442832963,0.21999493789695668,0.15504771908197276,0.20368561010509464,0.20479594482174168,0.21434703885735235,0.21679643055118503,0.21108401352700618,0.2045982790798239,0.20739428925406622,0.20282665388756466,0.3062538875278483,0.16266157389661712
22,1000,100,0.05,0.20431467026964928,0.24779694527332027,0.31359900637100974,0.21659056814571848,0.14062021850158396,0.20086361182305634,0.2283655255682464,0.20755385996245307,0.21532328584337446,0.2040292188571195,0.18102816090607432,0.19088399966084943,0.17484641432509984,0.31434227664601927,0.14764840092999024
23,1000,100,0.05,0.20418200008270768,0.24779694527332027,0.3130885463074849,0.2340110197734777,0.17733679013669282,0.21353620278014876,0.2720779045409972,0.22488048596753651,0.22675821445666478,0.2198823992063237,0.2278243287916672,0.21997678214118627,0.22059771190636762,0.3125583227259229,0.18585032793899775
24,1000,100,0.05,0.19483333106062645,0.24779694527332027,0.3135065426693829,0.21830241694347396,0.14375627124542897,0.20042231773285668,0.20992128719786884,0.20401626871174317,0.2131819849045558,0.20942747358202096,0.1899419477319776,0.19045721801164778,0.18457105863241863,0.3134451029823189,0.14887975685597893
25,1000,100,0.05,0.1877512719067058,0.24779694527332027,0.30588566699483694,0.2233923726137247,0.16427978282266667,0.21175140979532686,0.21274904141614198,0.22037699888274676,0.2304812145826725,0.21693276332969352,0.20882172690630235,0.21190123539649272,0.2171896285032533,0.30572835908149876,0.1723453985994991
26,1000,100,0.05,0.21108034831024056,0.24779694527332027,0.31453617666522987,0.23076082632302747,0.15271239987369947,0.2164203812599119,0.25868302828619144,0.22964608028685385,0.22874449885208298,0.2241151374286579,0.21067533108345773,0.21208808005950172,0.19736284755210154,0.31448549656014246,0.15934021638278706
27,1000,100,0.05,0.19853798811050574,0.24779694527332027,0.30825971359384235,0.21608629421898906,0.14761312754875766,0.1952432507858371,0.20753656008824478,0.20540098691480824,0.19587720405597198,0.201595991185329,0.18175521938920056,0.18642481317101514,0.1818164368133003,0.30868886669353324,0.1545184002118057
28,1000,100,0.05,0.1929590412530752,0.24779694527332027,0.3131701652270293,0.21811733973190883,0.14953340227527845,0.20386623412911717,0.16416732005457768,0.2112864225586547,0.20976300657878566,0.2090352093257521,0.20171909051496636,0.2088148682170993,0.19002624845661953,0.3128822278652021,0.15542551939271398
29,1000,100,0.05,0.20022396492528055,0.24779694527332027,0.3033388076063933,0.20830103393532123,0.13870716460549423,0.20309659354308088,0.15455103135718073,0.203410945548546,0.19658270518068793,0.20423800344708648,0.1910213300462736,0.19901987795755044,0.18404058202448104,0.3031993791463848,0.1453132857442796
30,1000,100,0.05,0.20401474313680246,0.24779694527332027,0.31332545245793797,0.22741810528260575,0.1748584338232282,0.18664505512183627,0.21797152321454905,0.20284075460062267,0.2061555655534747,0.20418799180557978,0.18793715472413197,0.18987611624077855,0.17923039296533472,0.3132850020864217,0.1810419508701758
31,1000,100,0.05,0.20102788439983485,0.24779694527332027,0.3166044610313411,0.23337335643414725,0.16985954686683652,0.22224943639395633,0.23918399987431138,0.23842541030526604,0.23500964502259825,0.22986202094221037,0.22467985264819398,0.22665946675295637,0.2362236835540506,0.3161328711026759,0.17659079205231346
32,1000,100,0.05,0.2071903847652765,0.24779694527332027,0.31088903727851164,0.23005502378021148,0.1788226288398963,0.19854056574347928,0.21848913044135004,0.21298614716776448,0.21060803599393874,0.21174223996471692,0.19855052384115768,0.20283239721674953,0.19514853319979497,0.3108342774245657,0.18444214732778058
33,1000,100,0.05,0.19355449294657412,0.24779694527332027,0.3054487977193651,0.227138691684526,0.1498852657878201,0.22626591239259425,0.22855497450538415,0.23366190666079845,0.22812499494045002,0.23038738900265876,0.2291761333229937,0.2247633323540332,0.22139521231920228,0.305052011863786,0.15772819794677134
34,1000,100,0.05,0.2052930393588812,0.24779694527332027,0.3128841697883973,0.23640872538535895,0.1718005801354834,0.21689282659941173,0.24990430740350955,0.23438779529386172,0.2320467912616926,0.2297767781138308,0.20417406455814308,0.21277863897938265,0.21556170709622274,0.31290445395708333,0.19452949360831118
35,1000,100,0.05,0.1999767071818754,0.24779694527332027,0.31284219659644175,0.22635164142577002,0.15480385015290732,0.2232164409327633,0.2176638279800252,0.22674792185318354,0.2201725200933527,0.22245888437651695,0.21500947829613562,0.21938332573091496,0.21436332729309993,0.3129096456475894,0.17159709670527565
36,1000,100,0.05,0.1981022771230429,0.24779694527332027,0.3062780879501646,0.22685445623708844,0.1652502057977595,0.20990879658030662,0.23967041824153956,0.2178771799630817,0.21065086363914615,0.21548647607338123,0.18858962698076462,0.20890300150718707,0.1946207926103376,0.3063470011606383,0.17533021825879436
37,1000,100,0.05,0.1813263448270686,0.24779694527332027,0.30450243226536583,0.2245878439121245,0.16809066490121513,0.19039806391097608,0.22928107231461498,0.20852202310019174,0.21483464205345665,0.21053763456352598,0.1909995181245946,0.20322819249760893,0.17833649944442687,0.3045350823290255,0.1743856399232602
38,1000,100,0.05,0.1996500419260315,0.24779694527332027,0.30608541072683865,0.21923245623625376,0.15249835145045848,0.1990836661103578,0.2261206589476672,0.20981378170602605,0.19774798860793646,0.20914125088288077,0.17635960730363828,0.18256155343761216,0.19015603237134793,0.30631285576211986,0.16097692915582565
39,1000,100,0.05,0.1898860626135836,0.24779694527332027,0.30356148310432324,0.22320769426237824,0.14714230812466794,0.20689259383115835,0.20426315893326752,0.2202781874274708,0.22162105859889902,0.21758012797096915,0.2191595399161092,0.21511003049090271,0.20894728363496695,0.3033092888431552,0.1537075511044292
40,1000,100,0.05,0.1973075966721844,0.24779694527332027,0.30189918140165584,0.21028308635351262,0.14148781568478166,0.1969713487177297,0.20121147788441968,0.20266765517459195,0.20677744704157353,0.19971480697663202,0.19700610395705898,0.20641318204552245,0.18709913193317074,0.3020741212440709,0.150854837658709
41,1000,100,0.05,0.2019357516976557,0.24779694527332027,0.3073908873084545,0.21399276882114915,0.1482560956188199,0.19071132703743346,0.22105104718213126,0.20309374033316258,0.18956987050643148,0.19676336481939982,0.1821880650739744,0.18761738642372883,0.1807799508077088,0.3069859461046994,0.15637245476097805
42,1000,100,0.05,0.20759864160638117,0.24779694527332027,0.30946573620736684,0.23174494491137665,0.17696878594169682,0.20639510572813752,0.26463843213523636,0.20896811296578266,0.20668599265733217,0.21179749560301891,0.19285103053638689,0.19995287035446882,0.1940172199223107,0.3090613453179925,0.18921404436801223
43,1000,100,0.05,0.1894534845840589,0.24779694527332027,0.30811608058652873,0.23182861194784427,0.16015017277668378,0.226182537186167,0.2424922867051118,0.23406021395690746,0.24185089580464997,0.22764116845998322,0.21827849492272253,0.225460211961652,0.22351836734536462,0.3084711532292303,0.16854656757642095
44,1000,100,0.05,0.2061515400855774,0.24779694527332027,0.3178836624131672,0.23250411166599155,0.1700862452600566,0.20822074043171662,0.22989744999891987,0.21935488109110313,0.22430973940400523,0.2197370710283158,0.20043168391391702,0.20677551736815564,0.2065284758700301,0.3181022857594629,0.17678634980327232
45,1000,100,0.05,0.19517680567466877,0.24779694527332027,0.3075505123224502,0.22215401356307057,0.16320307525541092,0.2056707834657879,0.1985475322901542,0.21547754108062478,0.22019128321300352,0.21345685642717926,0.20374748776509283,0.21401838333274958,0.1997756233432197,0.3078432517135908,0.17044911422595227
46,1000,100,0.05,0.20868808853436033,0.24779694527332027,0.3201757165005034,0.23328903114281507,0.16487450880213014,0.21842095523185606,0.26231609794181393,0.2244874930346405,0.22211981639090894,0.2225302761462823,0.2292767184821788,0.2142023935879037,0.22535553286193827,0.31983705871387835,0.17323923687882742
47,1000,100,0.05,0.2030327910471818,0.24779694527332027,0.3076840046255244,0.22375310999040066,0.16892120307762393,0.19749982880199815,0.20100682468870773,0.21275944699472088,0.20680460727316896,0.21132240515596767,0.19821136605665388,0.20182378895676464,0.19865304088743513,0.3075687299998369,0.17784997628691293
48,1000,100,0.05,0.19083669600127448,0.24779694527332027,0.30302544103629836,0.21689936977848595,0.14068021144972095,0.22103803719285156,0.19930080967770014,0.21662774806517593,0.22003288005472538,0.21366163914478598,0.21168751424986607,0.21299490063136503,0.20653093834496183,0.3025822453317597,0.1495105171704516
49,1000,100,0.05,0.1978137657272475,0.24779694527332027,0.3067164777422393,0.22604544794515496,0.16633569597949208,0.20247340445267714,0.2279557035200454,0.2118606250981872,0.21928406613889317,0.21390847897148263,0.20232207307014582,0.20587919703010027,0.18814482911508035,0.3064469827334451,0.1752512821388812
50,1000,100,0.05,0.20422213003007553,0.24779694527332027,0.3154215714726639,0.22167257148990305,0.15891771075876235,0.21376569841437876,0.20415200373130116,0.21549927327053686,0.2217070506407467,0.21523175201342937,0.20776765323862356,0.21241654680465302,0.2130327688398428,0.3161818493420113,0.16464593315887258
51,1000,100,0.05,0.19386032370408293,0.24779694527332027,0.2975739354178537,0.20958650632221598,0.14331394945596096,0.197110841127542,0.19886656921889467,0.20279345564095103,0.20172423108216997,0.2033910994087993,0.19633061713478628,0.19285805947856105,0.1997521760595165,0.2975323943220122,0.14905079695913992
52,1000,100,0.05,0.21953838631086586,0.24779694527332027,0.3242906153250437,0.24405142510241246,0.17376864331027334,0.22705514925233736,0.25622244758391965,0.24224338818103486,0.2399598329287912,0.23232926404932053,0.22615133374048477,0.23033003935019217,0.21646731832800015,0.3240592725944817,0.18247548855732756
53,1000,100,0.05,0.19135012973960364,0.24779694527332027,0.30674477588198723,0.22407703373796423,0.16029866271500623,0.20374141662333742,0.2466845471538583,0.21320028895266635,0.22110785597567906,0.21361900251339916,0.19354220396789928,0.20179805534704254,0.18909429504190478,0.3066902830881507,0.16911227295745773
54,1000,100,0.05,0.189801181815499,0.24779694527332027,0.3076162797400527,0.21661524563254836,0.15024445625331848,0.20193954077001594,0.1937043397071585,0.20657894903304574,0.20763045995515111,0.21178119112579136,0.1949594917469895,0.19854570468477958,0.1784604578405502,0.3073438749062635,0.15472569911034767
55,1000,100,0.05,0.2014622497593831,0.24779694527332027,0.3052346453939274,0.221732813984851,0.15452989438952558,0.21392994520146605,0.22868661612191177,0.22177645523030332,0.22142594392096393,0.2183841430685488,0.21099316077120392,0.21406233743008343,0.2164671579355691,0.3049853384712926,0.1601033873505006
56,1000,100,0.05,0.19431012796273697,0.24779694527332027,0.3163211765014354,0.2336847545342633,0.16434922368942353,0.21801010936946708,0.19628050567720268,0.23406732752855464,0.2280421124163981,0.23055416117127653,0.20424958877445068,0.20101619770663728,0.21945055214047315,0.31680983435611715,0.17288432847987203
57,1000,100,0.05,0.197246060797515,0.24779694527332027,0.3022142851127146,0.2134589960719273,0.14174291675244685,0.1994469373722786,0.2579334390752227,0.21002865800536535,0.19991505965754808,0.20378658007643619,0.18339543083008497,0.1879936580481044,0.18202942713137693,0.3023381227642145,0.15303565614074727
58,1000,100,0.05,0.1847726390855029,0.24779694527332027,0.30105844077170985,0.21868637422590187,0.14846092913095202,0.20898621046869484,0.2040183726787178,0.21067645880464897,0.21498699313970182,0.21106678924918193,0.19962537892583673,0.1988987341146097,0.19822023585060033,0.3013295956721265,0.15360523982430643
59,1000,100,0.05,0.19247082947838018,0.24779694527332027,0.30877035339778847,0.221301684323934,0.15505068865653315,0.19762740375300633,0.2066805144451393,0.20779947689067318,0.21343796350945632,0.21274572625698446,0.19391567940217758,0.1974677264307497,0.19021505844942554,0.30893489201607915,0.16386171457013607
60,1000,100,0.05,0.2032265218219388,0.24779694527332027,0.30758018508437873,0.21555540966217285,0.1541867532755886,0.20343899269499474,0.22601927418022227,0.20779435440840677,0.19614057522048622,0.2056021642779728,0.20199566015550577,0.20204644101004707,0.18624236315248643,0.307555399333954,0.1610105681416269
61,1000,100,0.05,0.20014591837059742,0.24779694527332027,0.3149378439029767,0.22101372318073614,0.14863551255739132,0.20660038438484665,0.2859691381672419,0.20801521817284202,0.21213894718411275,0.20838232660724426,0.19158624142901315,0.20229953926927485,0.18106367047443261,0.3147055432432337,0.15729975260121132
62,1000,100,0.05,0.19778374999459297,0.24779694527332027,0.31222186564602034,0.24034009928589112,0.18217044714509245,0.21301935495841387,0.24816027705345112,0.21863218439723642,0.22708129150156986,0.22479496446645486,0.19299260330350193,0.20537162960470132,0.1978474522873388,0.3124426092670786,0.19157016891021386
63,1000,100,0.05,0.2018805073355405,0.24779694527332027,0.3099928182996639,0.22653658168210317,0.15482563577738068,0.2190291249598415,0.21537533806157105,0.2216304348713135,0.22561035494569953,0.22158180851697346,0.21292666302291405,0.2174971923300598,0.21466347200065466,0.30979187000564246,0.17301722630575675
64,1000,100,0.05,0.1985339768725953,0.24779694527332027,0.31411896204335343,0.22657245732109565,0.15545533823773572,0.21309533010817208,0.24630055052286692,0.22517513598935385,0.23318566696263954,0.21840263492890766,0.19558626894573236,0.21001747170434334,0.19523151728875687,0.3139694491696134,0.17428619009759969
65,1000,100,0.05,0.1910384904301045,0.24779694527332027,0.30509915683045896,0.2262742655236865,0.17266494096494694,0.20360085367587186,0.21586252632622405,0.2112884151548438,0.21229415023413178,0.21297191266698096,0.1949955610518538,0.20134617929176823,0.18738578469661404,0.3057894219939443,0.17994807254039083
66,1000,100,0.05,0.21622262231961367,0.24779694527332027,0.33093864542442847,0.2489740915823881,0.17962375094619717,0.24178973957315145,0.28095211874735676,0.24996603049745514,0.25021972171875345,0.24599338987788694,0.23990788542268568,0.24556125492031378,0.23533217727629324,0.33103783999458475,0.1978339814363238
67,1000,100,0.05,0.19961752028493873,0.24779694527332027,0.31200245871444415,0.2234358254371847,0.15922206763066396,0.2160787694494487,0.2150052016527696,0.22282172649019072,0.2205394507318939,0.21715279608982974,0.20555438092760864,0.20192202182760208,0.2177123751533681,0.311809055127765,0.16524134627420398
68,1000,100,0.05,0.20396315119612712,0.24779694527332027,0.31072672905227083,0.2159554004249034,0.14878352732534111,0.20823882116889703,0.22571321365224534,0.2104301540973671,0.22273446912728867,0.21172140374242887,0.19458115507430726,0.2018169572030877,0.2058457593330047,0.3110185627761947,0.15329346177940859
69,1000,100,0.05,0.21328895671401824,0.24779694527332027,0.3211363176266018,0.2368148093208361,0.16497380180028678,0.2242422890835932,0.208876843792552,0.23279741170367407,0.22613690653309915,0.23212729421979783,0.2199938991237106,0.2280771262667815,0.21579176872780592,0.3208416599825138,0.1720452154810848
70,1000,100,0.05,0.20829104349993302,0.24779694527332027,0.31955667442284824,0.23916498560960503,0.17623862577242616,0.21116678852569687,0.2154992681320363,0.22405313593165005,0.22392721776223135,0.22828885481370487,0.20354251127318887,0.20401388188008238,0.1957824639175847,0.3199647236089856,0.18576650370432216
71,1000,100,0.05,0.19100461737013585,0.24779694527332027,0.29658717692132786,0.21640237141208596,0.14248913075668815,0.21051323343421074,0.21440499067901286,0.2177994127473657,0.22024415907295208,0.2128037258930756,0.20745498994889833,0.20770873118325464,0.20032796746860415,0.29662213132900944,0.14839628052442394
72,1000,100,0.05,0.19466666614670988,0.24779694527332027,0.2989023169191037,0.2021382831034378,0.1283652077081693,0.19507576178989805,0.20432819637864608,0.19416882611523262,0.19688028716850342,0.20079670402805716,0.18197200022921947,0.19037562440078556,0.18098426495132636,0.29884950872783267,0.1322805300234749
