id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,time_on_matching,time_on_bootstrap,noise,bias,N_T,N_C,deg_overlap
53,toy,A-E,3.0428049062657765,3.0745407745433564,3.0744576517320823,2.8004352794246765,3.348480024039488,1,0.13980733280990093,1,linear,1.0299999999997453,0.03600000000005821,-0.022869448080746736,0.031735868277579904,100,100.00000000000001,low
54,toy,A-E,3.0483907934205647,3.0425256643926355,3.041954264258683,2.862077652539852,3.221830875977514,1,0.09177378148919951,1,linear,1.043999999999869,0.03600000000005821,-0.05722556687837483,-0.005865129027929683,100,100,low
55,toy,A-E,3.039941733923826,3.1508697554910103,3.152951098004745,2.9205553585800237,3.3853468374294664,1,0.11856925480853138,1,linear,1.0210000000006403,0.033999999999650754,0.010948483041793309,0.0633134325511282,98,97.99999999999994,low
56,toy,A-E,2.9316645930076093,2.92381444117626,2.925772508576508,2.703666727481205,3.1478782896718105,1,0.11331927606903196,1,linear,1.0120000000006257,0.03699999999935244,-0.07308192497087773,-0.03280030611568563,99,99,low
57,toy,A-E,3.0439024021581216,3.0769900883726873,3.076682739628385,2.8735363629452717,3.2798291163114985,1,0.10364611055260885,1,linear,1.0150000000003274,0.03499999999985448,-0.015345098279085936,0.03308768621456526,100,100,low
58,toy,A-E,3.0120290797782556,3.0890511927816036,3.0891022268060424,2.8740937404486675,3.3041107131634173,1,0.10969820732519127,1,linear,1.2029999999995198,0.032000000000152795,0.020994843044069855,0.0770221130033466,100,100,low
59,toy,A-E,2.9270066659484133,2.961095772136227,2.960916349895401,2.7264758269777327,3.1953568728130697,1,0.11961251169268805,1,linear,0.9749999999994543,0.03999999999996362,-0.019216548580095555,0.03408910618781391,100,99.99999999999991,low
60,toy,A-E,2.98447799728245,2.9000906215656377,2.8981661884960777,2.5475418986217524,3.248790478370403,1,0.17888994381343126,1,linear,0.8919999999998254,0.028000000000247383,-0.280726899727943,-0.25726707839145124,92,91.99999999999997,low
61,toy,A-E,3.0246659909032085,2.9955267170749824,2.9952216139608354,2.7827824225753526,3.2076608053463183,1,0.1083873425436136,1,linear,0.9729999999999563,0.033999999999650754,-0.08012604708406543,-0.029139273828226564,100,99.99999999999999,low
62,toy,A-E,2.976543229878386,2.877968987480652,2.878339280077122,2.5714224769238596,3.1852560832303842,1,0.1565902056904399,1,linear,1.0080000000007203,0.03499999999985448,-0.135591642895766,-0.09857424239773405,100,100.00000000000001,low
63,toy,A-E,2.9743691983500744,3.0611014572369095,3.0616075976020714,2.850822585442438,3.2723926097617047,1,0.10754337355083335,1,linear,1.082999999999629,0.03300000000035652,0.028004569475173755,0.08673225888683511,100,100,low
64,toy,A-E,2.934725732979816,3.1916911691207828,3.1921952930121718,2.9826231964331833,3.40176738959116,0,0.10692453907091244,1,linear,1.024000000000342,0.03299999999944703,0.19311431581599375,0.2569654361409661,100,100,low
65,toy,A-E,2.8969387074512083,3.053089954185566,3.0530639449426253,2.78422430241347,3.321903587471781,1,0.13716308292303855,1,linear,1.0219999999999345,0.033999999999650754,0.09923820737535005,0.15615124673435776,100,100,low
66,toy,A-E,2.955571975497638,2.8085607107420474,2.8088035025307536,2.611524224465364,3.0060827805961434,1,0.10065269289050505,1,linear,1.0399999999999636,0.03499999999985448,-0.18559253423325422,-0.1470112647555908,100,100,low
67,toy,A-E,3.0747891759681174,3.3403902888287815,3.340350085050605,3.112048889748868,3.5686512803523422,0,0.11648020168455978,1,linear,1.22400000000016,0.056999999999789,0.2086238303534646,0.2656011128606641,100,99.99999999999986,low
68,toy,A-E,2.9508638887474263,3.093551139678567,3.098179955950761,2.8465419391704123,3.3498179727311093,1,0.1283867432552798,1,linear,1.0979999999999563,0.032000000000152795,0.09203885984909249,0.1426872509311421,100,100.00000000000001,low
69,toy,A-E,3.0229453762327063,2.9841079844094827,2.986520505417037,2.771658996877382,3.2013820139566924,1,0.10962321864268126,1,linear,1.066000000000713,0.04199999999946158,-0.09384567562267482,-0.03883739182322277,100,100,low
70,toy,A-E,2.94534243271048,2.9310982851471437,2.930751245280713,2.6800204399507717,3.1814820506106543,1,0.1279238802703782,1,linear,1.1809999999995853,0.03800000000046566,-0.06857107206955591,-0.01424414756333725,100,99.99999999999994,low
71,toy,A-E,2.9962474816508613,3.164891433651783,3.1649536109556355,2.8453419474217867,3.4845652744894844,1,0.16306717527237194,1,linear,1.1420000000007349,0.03999999999996362,0.12574642553969087,0.16864395200092197,100,100.00000000000001,low
