runid,nc,nt,f0_sd,num_bins,ninf,ninf_cem,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1,tmle3,aipw3
25,500,100,0.5,6,0,3,2.9930741802789305,4.017965196847856,4.017025414813096,3.2082464299473417,2.762959515312914,2.924706730237408,3.17664293255054,3.0476481967771987,2.998973645719884,2.9804458237069147,2.9229763169195317,2.9435327649545195,2.984251698309702,4.024192622481105,4.009400755178324,3.159445952317726,3.0842156275638826
29,500,100,0.5,6,0,2,2.8410779128086157,3.966515458768807,3.968442928603305,3.1442190483920465,2.656972472775528,2.9603817135875476,2.8077090993513556,3.0657116031204286,3.0156960649362734,2.963774836371683,2.965000340971839,3.050877608755635,2.890157517342213,4.012641546964741,3.968492900259399,3.2118783798964663,3.1452727923102364
30,500,100,0.5,6,0,0,3.0720088702100248,4.125826570715638,4.127422787607127,3.4517689416852635,3.004523303314579,3.2233544461518386,3.583495388865977,3.339291505603768,3.2735523135557667,3.2397407308734243,2.957553795295725,3.0051101868804126,3.041394524505942,4.149532631104445,4.12771244233864,2.822841444516695,3.3760453947841254
31,500,100,0.5,6,0,12,3.043425430687611,4.061408844903202,4.058608401957667,3.288174348520064,2.7692984398433906,3.1259540439224947,3.5552270085762903,3.1592388541896783,3.111987797583555,3.075240974555035,2.8615242665158975,2.807021150610752,3.018618811835845,4.050523941890117,4.046913945880793,2.9320130963851034,3.3414951070734324
27,500,100,0.5,6,0,1,3.0299062267990062,4.102018615746515,4.1037528507998635,3.1951711436129484,2.6227682558153576,3.1599259975047613,2.9767508846143773,3.1434910033692454,3.0600655351818666,3.0476312942415618,3.070222204930391,2.9987309195569516,2.9862690899509596,4.112422767334847,4.10235248936133,3.149765533305698,3.422222645547672
33,500,100,0.5,6,0,5,2.952277245103229,3.95224819873794,3.960776871516152,3.2739261445317425,2.7860709414156535,3.1079216415791238,3.061346007746293,3.2317973130949396,3.0820633746629023,3.1355641631374302,3.263054681495767,3.22208618379622,3.1723855265286662,4.010737331993239,3.951832716547389,3.29957825128016,3.2966111792096155
32,500,100,0.5,6,0,6,2.948260819656276,4.02945181215498,4.030366580245396,3.356527876933897,2.8994469586080065,3.223477710440472,3.4299400082981544,3.254445342530622,3.176949197492985,3.192293128441613,3.1498565618622187,3.1493696918054175,3.022271070237357,4.0077856987153755,4.029716089916127,3.2872346684240252,3.19994617305828
34,500,100,0.5,6,0,0,3.0119848619896104,4.012869618975272,4.0125965588557335,3.1952881214951674,2.6104523805945754,3.1497438840065928,3.691252775921093,3.2166720751195106,3.0959661367915574,3.0895838214071354,3.018480247372537,3.111910533603969,2.941680708403851,4.016448640801716,4.009125195891032,3.2328137527580934,3.261828016309399
37,500,100,0.5,6,0,4,2.976602036199573,4.006034485330797,4.00523506104405,3.263622386089849,2.7528435887325,3.1366929194283055,3.2196106106744278,3.216657862388809,3.104451017831882,3.1268454039485505,3.007660596330017,3.027153307969538,3.056248470457038,4.028505178122582,4.010650620633976,3.392656120138888,3.232900901208069
36,500,100,0.5,6,0,23,3.078313093433103,4.175225453908089,4.177621898577501,3.4593139407000066,2.9862776391120684,3.24359805786292,3.3452388664416395,3.370275649088331,3.3348415876753386,3.283584481190685,2.8569452314523307,2.8660637131147944,3.2470451958029365,4.155417166556566,4.183699118723704,3.464164737356324,3.38168708467653
38,500,100,0.5,6,0,13,2.9670386791045043,4.0139161043405736,4.0149614695568365,3.349219193567068,2.9528823479312747,3.078195870167237,3.313452345804075,3.2140694788154436,3.1081435330606713,3.0898090535644602,2.843292082111372,2.850777336198867,3.018372003673532,4.004043257783303,4.011656777997274,3.4190559476411373,3.2568734885112143
35,500,100,0.5,6,0,14,3.0736768780160917,4.127214932704025,4.127215045875108,3.378617551807273,2.9096235686382252,3.2310504862919327,3.3470153562711076,3.343380386144741,3.273211379911465,3.257529866933764,2.982701958789902,2.96184276517471,3.122549916494486,4.123541286098221,4.118903272061635,3.0733870290608127,3.366478108574787
39,500,100,0.5,6,0,23,2.933867353369851,4.0043901097000845,4.00427141368691,3.307390143036459,2.7815483228937805,3.11377834471076,3.220905430192315,3.251780375783614,3.1898425271792927,3.176479220646544,2.4945004208414927,2.5070204908654325,3.0464987852595202,3.990055089519735,4.004099944477645,2.830409853559589,3.256765693735337
40,500,100,0.5,6,0,0,2.984058701917291,4.112362548346258,4.112061261557936,3.4062893153904,2.83772830570218,3.139102736022672,3.435949285536026,3.296818221180618,3.0304164041264876,3.1604486587134373,2.9810926508634132,3.0017516616537385,2.994354677493985,4.128635729784479,4.111058067691921,2.878680746428003,3.363524714387815
4,500,100,0.5,6,0,6,2.8628998355927555,3.9570882253174364,3.957575112435671,3.163215818088898,2.7015268348547044,2.8945717921199337,3.111536603648541,2.988604941699208,2.973987037746954,2.904469446202399,2.59439998684637,2.669547823205529,2.7968382416048563,3.976580205048799,3.9590217935397436,3.071838321098455,3.0030022464778625
3,500,100,0.5,6,0,0,2.95831452576666,4.081138062903657,4.0823832872752925,3.2313857420725327,2.7058336351959857,3.1161799053559602,2.7183210533618736,3.1801056742793232,3.0408903335878694,3.098222482480792,3.0055257488984504,2.9672111925839744,3.0441616353942473,4.0653020328154374,4.083307418941411,2.6626204576329515,3.288485129580661
