runid,nc,nt,f0_sd,num_bins,ninf,ninf_cem,true_ATT,diff,bal1,bal2,or_lm,or_bart,ps_lm,ps_bart,csm_scm,csm_avg,cem_scm,cem_avg,onenn,tmle1,aipw1,tmle3,aipw3
31,500,100,1,6,0,2,2.9877808651295004,4.1002170289254245,4.100746945951139,3.312598570310149,2.81010425610374,3.257133486898745,3.2199411554743067,3.2624104282008304,3.227430134893182,3.198501261539615,3.1388802719235365,3.2037427088173054,3.0021886374071114,4.124177508162715,4.096323557991901,3.0779110757394204,3.615555303286478
33,500,100,1,6,1,4,3.0751099711458942,4.012370824408434,4.0108747012392705,3.073818133156382,2.6373699937529707,3.1459813646993218,1.8265783656489696,3.087497707716416,2.7698910050304004,2.9517800581791755,3.044851456698904,3.1245749796749216,3.110156233223141,3.998681109232624,4.009979961816035,3.370643837804307,3.637104327858927
32,500,100,1,6,0,0,2.9316450227044726,4.012374993979481,4.025681434869642,3.1909052172273986,2.7024006539619165,3.2245290423004813,3.139991159955632,3.2589446332763012,3.275274035702581,3.2155581012423404,3.2076470794761853,3.163592270859074,3.167199949995706,4.0169368947523845,4.023692933784879,3.5013093196768112,3.6269825357270657
38,500,100,1,6,0,22,2.771138741961018,3.888947023256107,3.891456973588453,3.25681458260037,2.9007705849399277,3.2700074662954632,2.7950571497326777,3.2729227971323462,3.172043230102255,3.1880542806499985,3.4490030618055547,3.7215498000722538,3.1419982464958345,3.907800452056271,3.896768093861361,2.837160833623886,3.4641209093554286
36,500,100,1,6,0,17,2.877631961904973,3.975362037185727,3.980487629221265,3.096513237071732,2.5265495247221397,3.102953419396472,3.1098901752060835,3.044033319989798,2.794269976662884,2.933250247434634,3.411547047976984,3.348407006966863,2.8747357676488203,3.972267513478031,3.9773380860969545,3.367967991160744,3.2648537438711034
35,500,100,1,6,0,11,2.875924101955135,4.090433104671197,4.089469692457989,3.2646092562317524,2.683125110437778,3.4317446588796425,3.8231011324069586,3.183489922796272,3.2767864148168364,3.1141037307721886,3.324156915252958,3.3023222369975755,3.086197155795974,4.0858305161827175,4.0916594651334215,2.6477767369880207,3.675729505393276
37,500,100,1,6,0,1,3.21093918053883,4.260205104025829,4.260974844830226,3.5071265473482276,3.0454519152515105,3.3664720097682403,4.036147061315389,3.3657944080858915,3.1820533036433396,3.3086501554756564,3.24893368597706,3.44408674410393,3.0415946725323755,4.279973060498619,4.25889583452685,2.904345854919532,3.6568157012539646
34,500,100,1,6,0,3,3.0657967246098594,3.953693168849679,3.9537651085842183,3.259642522202568,2.792505092977483,3.228410935139669,2.851691252820391,3.0845521050765834,3.0371919834464176,3.017310687900749,3.024374120185602,2.9519183888047484,2.8089914906973723,3.9473539727198657,3.950449689300488,2.4348592757208634,3.17647269282632
39,500,100,1,6,0,0,2.769732397734937,3.875144643663988,3.876568593372691,3.117154894751367,2.686119576161417,3.0024485322938577,2.964111577775644,3.0052930885943487,2.9062515208875324,2.8990462869847065,2.802611804463056,2.79453866162632,2.8936297234090587,3.918404144920939,3.872073590091455,2.491440260285414,3.1826772226356224
40,500,100,1,6,0,0,2.9544262194863644,4.146669577941359,4.152020627909906,3.5040723017265156,3.1288983307574014,3.234093079642928,3.7878885514382192,3.191682539179797,3.076113418151577,3.188133796525044,3.0559403922822748,3.138631672105494,3.1276378587611644,4.120006809993747,4.148676611783686,3.2261559679983276,3.5870596721053443
1,500,100,0.5,6,0,36,3.036847192856051,4.0876310985048026,4.092500861913185,3.405650740272046,2.8477808639000872,3.2953381417028202,3.3066541000417375,3.4113818906455977,3.359191572333483,3.2978209698379883,3.2243675735015627,3.2762208212544115,3.282387305787104,4.056530587462359,4.084956289921684,3.226658415182229,3.56965805631291
8,500,100,0.5,6,0,0,3.070828809533848,4.105300566335362,4.1053006756223835,3.3358864186543578,2.90877908095541,3.0217505355056966,2.9828289926992557,3.1583642586156673,3.1502117625866566,3.0774404129414705,3.0900006124036796,3.0392753018279572,3.0566588946481863,4.104462758562769,4.105124745951055,3.34715886673883,3.340327384787313
3,500,100,0.5,6,0,2,3.088899684945179,4.124562755954885,4.127418292208008,3.3573454789868222,2.7708344335164132,3.314866301423734,3.225026324769516,3.3633177368671054,3.263000542669495,3.341388940099778,3.3063676662822337,3.4180795327534312,3.303512142330688,4.104261253965386,4.12201091008877,3.6737411719498705,3.501357273660769
4,500,100,0.5,6,0,6,2.9313788738557958,4.018617119601954,4.0278591907572565,3.202973148667618,2.582151672228907,3.155376351059869,3.1096075453984744,3.123612670843004,3.0782076609170703,3.0346758445677455,2.818313971852927,2.732495852930395,2.8539692179328684,3.9959529593761665,4.015665677261878,2.9801100172043506,3.170326508281846
2,500,100,0.5,6,0,0,3.1125133135611383,4.258270735547418,4.254738412165491,3.4467233979709917,2.921789652398405,3.316328777362043,3.490983561743147,3.457994622956602,3.2452144582110076,3.305407993273687,3.3155590572313107,3.2796103192487127,3.3221736379608826,4.2173603437499105,4.251413379800425,3.585960078909003,3.554300359430149
5,500,100,0.5,6,0,0,2.988702352946936,4.126146409060249,4.126244716734185,3.485679386285306,3.0982333959525183,3.1901736943698222,3.4347190179422,3.338099782700077,3.2794000384760835,3.2767491913318327,3.266596931061052,3.3602238182440285,3.276865360772878,4.131438034674076,4.127619449840562,3.5389854591796794,3.4375669633790125
10,500,100,0.5,6,0,20,3.0912677702941327,4.103321239221331,4.104399090282458,3.440473452159445,2.9576142273139765,3.3722085084900457,3.397812167514405,3.4061987456874903,3.207898309096951,3.3235722162321215,2.826102054405334,2.919345669909398,3.1538565746877945,4.0701434061251565,4.104000212817308,3.6321140239790517,3.4875509967543263
7,500,100,0.5,6,0,0,3.011170435761977,4.009819398076001,4.0093431507631285,3.2405982616679294,2.6857476163353367,3.020009932969012,3.4594472083609507,3.159120354146765,2.9931310899104036,3.0171143025588316,2.963415545328637,2.9728094329756685,2.9325486558030045,3.9909716715012773,4.0106570474472365,3.2522745512694144,3.1662950771801412
6,500,100,0.5,6,0,0,3.0470832111845776,4.061632552233647,4.0572553968202145,3.2954753543799153,2.827104547488289,3.1028786141744726,3.107010793985567,3.2172252448349115,3.1614684969359583,3.130804163079537,3.1370923186849398,2.9978993892737718,3.1079120824072763,4.027286178432648,4.065305923527882,3.383243565246464,3.294421224595058
11,500,100,0.5,6,0,0,3.095919027025928,4.122278630121755,4.119648274213459,3.400510767847349,2.9733630981152683,3.2070973713614883,3.405417409815339,3.2462385391920066,3.2011445815722697,3.161821299443613,3.1758517079106996,3.126081329599786,3.137754735421675,4.091147122505947,4.120874207911246,3.5269358236325243,3.3624027397097986
9,500,100,0.5,6,0,3,3.148563905390635,4.040377776302398,4.041132238662209,3.273715725196489,2.8412477116300594,2.960532798477537,2.996935770491433,3.139908151599802,2.959704663429193,2.999929418694352,3.0466720626347144,3.036464941929781,2.9104478527001714,4.05437390056592,4.039881149171578,3.2485360430798402,3.2414543704480505
12,500,100,0.5,6,0,6,2.9691199026820434,4.04017914284624,4.041143194152086,3.340445049780917,2.8942573245315315,3.0810744623914985,3.180535285568725,3.200806037530258,2.9719600427917348,3.1090809599757128,3.2497753771854256,3.26550353430982,3.067466369313771,4.045303484547231,4.038526105858314,2.5000360945935083,3.3357726034705224
16,500,100,0.5,6,0,0,3.0031797209645608,4.039591854837968,4.038050674984358,3.325656298856445,2.8666004369513423,3.094107771689879,3.313106696234491,3.183991766289033,3.0479971423188728,3.1127994968757458,3.3024367282110028,3.197975681666782,3.0041092022987437,4.022044169975948,4.032561892447001,3.1996223256892584,3.289947367705364
13,500,100,0.5,6,0,4,3.0825630101079047,4.129418446578354,4.1271048722875925,3.3789291122300007,2.8076556341882934,3.2218707234515884,3.3355774823146067,3.2730125464275934,3.265802227877332,3.18302713718367,3.0663787354660554,3.1271228381099636,3.035712156391451,4.124932154304082,4.127854659356719,2.7691353068056874,3.451988625922622
19,500,100,0.5,6,0,0,3.058060852528057,4.099260003392427,4.098643089265561,3.351073015737347,2.780558821401823,3.1912125520685106,3.1340301936897887,3.2480882987040047,3.1048672546982345,3.234765090418813,3.095578865847262,3.1988983711052246,3.0753156834498396,4.093897812922479,4.101781909814566,3.153960670579033,3.307317220888433
18,500,100,0.5,6,0,0,3.0020034573768735,4.187145764380892,4.18631692192791,3.4934885793426806,3.0918726364470377,3.130776569797049,3.481728800270197,3.2101416785975285,3.1521638468156787,3.196188051138651,2.9969106193289656,3.0991570264223736,2.990866844316046,4.168950772778797,4.187743973180703,2.7719665105766618,3.330473242151958
21,500,100,0.5,6,0,8,3.0189289441590925,4.136860639177123,4.136976434788718,3.3370093941919254,2.7178089711337265,3.313740942488643,3.37366068377111,3.356426689933582,3.381111782667845,3.2570020607068404,3.237989908339989,3.339837107316475,3.2666372185179755,4.141293710691986,4.139455351889986,3.6219473810755347,3.5398816794124937
17,500,100,0.5,6,0,0,3.107305438403985,4.090278407763125,4.099146009292739,3.3671626408467663,2.8616234084116843,3.2849724075336106,3.1704105868810437,3.3590535815521676,3.275764392753059,3.2799063381828457,3.3406168787237656,3.3518381935030064,3.2622070617189465,4.052307562989747,4.091349479535032,3.3832874692241743,3.485545862531725
20,500,100,0.5,6,0,0,2.9706791970414277,4.037806352746038,4.035505629689881,3.290304858554383,2.815468535422028,3.1131146403793113,3.4585309312186503,3.1772985087879526,3.1285534274669153,3.0818959158338233,3.120626132481931,3.105181350838138,3.044451734962709,4.015573376507379,4.038627164790326,3.2549111182182977,3.2845855647159254
15,500,100,0.5,6,0,3,3.0757963166045807,4.0033760507615135,4.003326743607522,3.309270711495989,2.8597566586539798,2.9813371219753826,3.384951336074617,3.1250416864421267,2.965909552718389,3.0077515377081108,2.8964665613425877,2.923199133815497,2.936223569765529,3.979381380631614,4.0045799564533455,3.1876430144064485,3.164203220281317
14,500,100,0.5,6,0,0,2.957635248719394,4.136679594413307,4.1369602686500055,3.2695152563346097,2.757946598536509,3.025295593815591,2.86989495355982,3.111610589448431,3.0707106321380317,3.0894865724783402,2.900475901565434,2.9868476240974866,2.8858138032968847,4.148514271982882,4.135981745014641,3.0602710614420374,3.2835374043605836
22,500,100,0.5,6,0,0,2.989803748533243,4.103003060677619,4.103004284648973,3.4067090837041993,2.9879761097535384,3.1949544468767646,3.4163010142083072,3.255895982507835,3.16904231116363,3.200970156811551,3.100826157539239,3.128461224067947,3.1048064548435255,4.123224369055739,4.102057339946142,3.450186582251712,3.331982860257605
23,500,100,0.5,6,0,1,2.910219009656111,3.9517170674447737,3.9516985621514236,3.265157808318575,2.83190852519038,3.0610081273254695,3.224688093405235,3.1114366872585206,3.1180407510106907,3.0608427334147716,2.849225956814707,2.9391017604053316,2.7688983683536934,3.97036258871264,3.952310682397632,2.8042825319514475,3.210231108335053
28,500,100,0.5,6,0,39,2.995127093313716,4.037850166808782,4.0380087049683935,3.272208380963555,2.730253707135473,3.1743087790030304,3.1293062089844126,3.171394787748751,3.027802831771637,3.051298159011581,2.751919532404644,2.780359834676207,2.9050899299589963,4.05268260593591,4.038059849348497,2.3232602761339316,3.29954342947946
24,500,100,0.5,6,0,3,3.0142682623493084,4.027626370900485,4.022522995187081,3.1811123380546533,2.6428225622489823,2.9893298535915886,3.1508992266802434,3.0487246620538713,3.111592296521688,2.9858529438089914,2.921746162379849,2.9952729330851176,2.7327434515022055,4.0686558314843415,4.027628950681324,3.0440188547908247,3.245485659434607
26,500,100,0.5,6,0,3,3.0468349311256735,4.147466770834749,4.147466880069514,3.3552148364520376,2.928742870790291,3.1974003152330996,3.156935492494024,3.280920846606638,3.121697445651801,3.2086226493725922,3.277652579487838,3.2703390906411043,3.1961327376933104,4.158317747561517,4.145779801901822,3.535615947329003,3.3505367903180234
