id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,,
59,kang,Bayesian_mu_correct,0,5.485003849,0.153592673,0.053356593,0.248530801,0,0.049293896,1,kang_correct,,
60,kang,Bayesian_mu_correct,0,1.035647999,-0.179388264,-0.281386191,-0.08504427,0,0.050385018,1,kang_correct,,
61,kang,Bayesian_mu_correct,0,-0.151857395,-0.1691005,-0.265033469,-0.055848317,0,0.05487736,1,kang_correct,,
62,kang,Bayesian_mu_correct,0,0.824664451,-0.050859177,-0.15825395,0.055935916,1,0.054283811,1,kang_correct,,
63,kang,Bayesian_mu_correct,0,0.68156406,0.158214176,0.054394794,0.263369669,0,0.053092652,1,kang_correct,,
64,kang,Bayesian_mu_correct,0,2.125656366,-0.040303828,-0.150301397,0.082502041,1,0.05597314,1,kang_correct,,
65,kang,Bayesian_mu_correct,0,2.506772939,0.11171634,0.014271247,0.213241964,0,0.051974709,1,kang_correct,,
66,kang,Bayesian_mu_correct,0,1.453545266,-0.248704474,-0.331925893,-0.152511789,0,0.046083824,1,kang_correct,,
67,kang,Bayesian_mu_correct,0,-0.384901222,-0.254008002,-0.350266893,-0.15467665,0,0.0526667,1,kang_correct,,
68,kang,Bayesian_mu_correct,0,-1.144234952,-0.138232499,-0.227503462,-0.050423088,0,0.045116895,1,kang_correct,,
69,kang,Bayesian_mu_correct,0,1.666806176,0.008839609,-0.091145858,0.106299103,1,0.052725561,1,kang_correct,,
70,kang,Bayesian_mu_correct,0,-2.114187183,-1.85E-04,-0.107668231,0.096580706,1,0.053520254,1,kang_correct,,
71,kang,Bayesian_mu_correct,0,2.134624494,-0.161733161,-0.258145311,-0.058834693,0,0.051419649,1,kang_correct,,
72,kang,Bayesian_mu_correct,0,-3.153130875,-0.11883453,-0.205022172,-0.014978617,0,0.048935291,1,kang_correct,,
73,kang,Bayesian_mu_correct,0,3.096418827,-0.18102217,-0.270756375,-0.083896722,0,0.049510773,1,kang_correct,,
74,kang,Bayesian_mu_correct,0,0.692948321,-0.362989151,-0.459698448,-0.251745693,0,0.053823782,1,kang_correct,,
75,kang,Bayesian_mu_correct,0,2.712163659,0.009199641,-0.097922066,0.127049421,1,0.055885962,1,kang_correct,,
76,kang,Bayesian_mu_correct,0,1.778533342,0.090959902,0.001230667,0.18448769,0,0.049370508,1,kang_correct,,
77,kang,Bayesian_mu_correct,0,3.128511734,-0.178811893,-0.265706453,-0.078014182,0,0.047819484,1,kang_correct,,
78,kang,Bayesian_mu_correct,0,3.434750782,-0.04478188,-0.15918955,0.040007217,1,0.051849,1,kang_correct,,
79,kang,Bayesian_mu_correct,0,1.750835652,0.037710905,-0.050463899,0.134744527,1,0.046752585,1,kang_correct,,
80,kang,Bayesian_mu_correct,0,2.41639677,0.047512321,-0.062818631,0.142074463,1,0.055967815,1,kang_correct,,
81,kang,Bayesian_mu_correct,0,-1.469563212,0.21274441,0.112831452,0.305214034,0,0.048632545,1,kang_correct,,
82,kang,Bayesian_mu_correct,0,-0.827257174,0.062370306,-0.038974205,0.16247306,1,0.051424815,1,kang_correct,,
83,kang,Bayesian_mu_correct,0,0.745794419,-0.045261113,-0.160555729,0.04475845,1,0.054947337,1,kang_correct,,
84,kang,Bayesian_mu_correct,0,0.035597512,0.084186008,-0.004392451,0.195633384,1,0.049523193,1,kang_correct,,
85,kang,Bayesian_mu_correct,0,-2.465666695,-0.150497505,-0.249640053,-0.03844863,0,0.05313115,1,kang_correct,,
86,kang,Bayesian_mu_correct,0,-1.02867721,-0.079083281,-0.170045426,0.012907299,1,0.045687135,1,kang_correct,,
87,kang,Bayesian_mu_correct,0,2.060524613,-0.059181501,-0.173098917,0.038311908,1,0.050988784,1,kang_correct,,
88,kang,Bayesian_mu_correct,0,0.665190666,0.091437399,-0.003266333,0.203835124,1,0.052863774,1,kang_correct,,
89,kang,Bayesian_mu_correct,0,-1.115210778,-0.233320734,-0.338448602,-0.113547888,0,0.054168974,1,kang_correct,,
90,kang,Bayesian_mu_correct,0,2.537841956,-0.001600705,-0.097828446,0.119542499,1,0.05508557,1,kang_correct,,
91,kang,Bayesian_mu_correct,0,-1.609987372,-0.105712205,-0.197699812,-0.020706488,0,0.047718458,1,kang_correct,,
92,kang,Bayesian_mu_correct,0,-0.896421755,0.163824311,0.059855331,0.273724452,0,0.055065938,1,kang_correct,,
93,kang,Bayesian_mu_correct,0,3.543327834,0.136969208,0.029430344,0.227992138,0,0.05113175,1,kang_correct,,
94,kang,Bayesian_mu_correct,0,-1.517049842,0.021803601,-0.060064228,0.108653288,1,0.044866581,1,kang_correct,,
95,kang,Bayesian_mu_correct,0,-0.055604127,-0.147615537,-0.252109739,-0.038141674,0,0.052298043,1,kang_correct,,
96,kang,Bayesian_mu_correct,0,1.51940442,0.030994177,-0.072357024,0.143063983,1,0.053232196,1,kang_correct,,
97,kang,Bayesian_mu_correct,0,-2.002730225,0.035128806,-0.046054217,0.115011318,1,0.043340624,1,kang_correct,,
98,kang,Bayesian_mu_correct,0,-0.222801547,0.28680049,0.182982604,0.388465435,0,0.04968561,1,kang_correct,,
99,kang,Bayesian_mu_correct,0,-1.822031291,0.01920693,-0.087277108,0.112768705,1,0.05186239,1,kang_correct,,
100,kang,Bayesian_mu_correct,0,0.715095029,0.093139664,0.004113429,0.194285634,0,0.049763823,1,kang_correct,,
1,toy,wild,3.01997288,3.007175326,3.006969544,2.634998218,3.32295631,1,0.177651223,1,linear,,
2,toy,wild,3.01703348,3.077762182,3.077833657,2.746353922,3.352977141,1,0.167538095,1,linear,,
3,toy,wild,2.996144166,3.314509878,3.314510814,3.002927814,3.589650324,0,0.159138392,1,linear,,
4,toy,wild,3.023686123,3.046865401,3.04686095,2.663975028,3.422216783,1,0.191106029,1,linear,,
5,toy,wild,2.856485137,2.971150948,2.971279743,2.65076204,3.299820141,1,0.158530331,1,linear,,
6,toy,wild,3.022690864,3.203274002,3.203172836,2.880433461,3.585750787,1,0.180947674,1,linear,,
7,toy,wild,3.009458942,3.253727754,3.25400873,2.930329013,3.581241381,1,0.152269574,1,linear,,
8,toy,wild,3.064758437,3.037287212,3.039313754,2.772115007,3.396752882,1,0.164657856,1,linear,,
9,toy,wild,3.002362385,3.117286094,3.118122509,2.820965133,3.397704801,1,0.153964189,1,linear,,
10,toy,wild,3.08604085,3.281981623,3.282034145,2.943094857,3.613667289,1,0.16573799,1,linear,,
11,toy,wild,3.12262162,3.265633441,3.265679843,3.015912222,3.544238643,1,0.152250412,1,linear,,
12,toy,wild,2.893008059,3.208211457,3.208054523,2.901046976,3.513480905,0,0.154713733,1,linear,,
13,toy,wild,3.060243497,3.107215636,3.106996953,2.805324184,3.491479059,1,0.180385267,1,linear,,
14,toy,wild,2.846426522,3.082377156,3.082401079,2.731884284,3.403089646,1,0.15795747,1,linear,,
15,toy,wild,3.111035716,3.355623153,3.355632317,3.112770825,3.658452767,0,0.148400614,1,linear,,
16,toy,wild,2.95021053,3.104862147,3.104699794,2.751457805,3.406439666,1,0.17426076,1,linear,,
17,toy,wild,2.955651093,3.075362952,3.07521649,2.809570618,3.377193405,1,0.146171221,1,linear,,
18,toy,wild,3.120056052,3.259892341,3.259554272,3.002344629,3.554328719,1,0.152232341,1,linear,,
19,toy,wild,2.998978112,3.259233743,3.25922119,2.962879811,3.544770835,1,0.15469662,1,linear,,
20,toy,wild,2.907182598,3.121028098,3.121333542,2.796508832,3.464022362,1,0.17817508,1,linear,,
21,toy,wild,3.166887789,3.262677235,3.262649681,2.927632886,3.601580543,1,0.166887872,1,linear,,
22,toy,wild,3.035540697,3.12847476,3.128810606,2.8383959,3.453481586,1,0.155550317,1,linear,,
23,toy,wild,3.128733221,3.218811754,3.220087041,2.886912164,3.512950472,1,0.161940001,1,linear,,
24,toy,wild,2.957637351,3.016952106,3.017091726,2.742219796,3.323410163,1,0.14222449,1,linear,,
25,toy,wild,2.963662241,2.981827495,2.981811469,2.652943286,3.267692779,1,0.164345787,1,linear,,
26,toy,wild,2.968392713,3.221023836,3.220055042,2.835364201,3.534219574,1,0.172893564,1,linear,,
27,toy,wild,2.994980251,3.147438926,3.147165927,2.831176611,3.491799693,1,0.176845927,1,linear,,
28,toy,wild,3.103491715,3.146704249,3.148142324,2.823260657,3.400457335,1,0.156756647,1,linear,,
29,toy,wild,2.989268834,3.216543138,3.216522571,2.845119873,3.515257213,1,0.155710681,1,linear,,
30,toy,wild,2.949201265,3.024617161,3.024251341,2.650563056,3.326972511,1,0.173851385,1,linear,,
31,toy,wild,3.108637819,3.140102668,3.140053048,2.823838363,3.495942687,1,0.164318734,1,linear,,
32,toy,wild,2.932507067,3.079030533,3.079150008,2.79601081,3.384566718,1,0.153680036,1,linear,,
33,toy,wild,2.999293077,3.1439871,3.144033207,2.836972672,3.443429501,1,0.167878229,1,linear,,
34,toy,wild,3.010637303,3.02827954,3.029195422,2.699654073,3.332401256,1,0.161114566,1,linear,,
35,toy,wild,2.824645728,2.918727592,2.919239298,2.6420239,3.22582928,1,0.151179192,1,linear,,
36,toy,wild,2.836979378,2.966364439,2.966250071,2.609373238,3.303545172,1,0.175312229,1,linear,,
37,toy,wild,2.891815857,3.016703082,3.016876159,2.679420932,3.334995186,1,0.167310688,1,linear,,
38,toy,wild,3.091431313,3.207353745,3.207326536,2.900517007,3.562851213,1,0.163273595,1,linear,,
39,toy,wild,2.967289225,3.264179819,3.264133083,2.952867952,3.529798848,1,0.148225274,1,linear,,
40,toy,wild,3.044716763,3.088659369,3.088659369,2.743824779,3.385004892,1,0.164325524,1,linear,,
41,toy,wild,2.973871343,3.09222289,3.092400303,2.851863061,3.363664269,1,0.14706117,1,linear,,
42,toy,wild,3.035660214,3.077819768,3.077699748,2.815959271,3.335413488,1,0.141555487,1,linear,,
43,toy,wild,3.042176609,3.203207771,3.203232103,2.822970427,3.497869622,1,0.17084534,1,linear,,
44,toy,wild,2.875581462,3.131509772,3.131693231,2.806724063,3.418801184,1,0.169322082,1,linear,,
45,toy,wild,3.104616213,2.982630098,2.983860656,2.678700119,3.299273615,1,0.16550517,1,linear,,
46,toy,wild,2.924850588,2.983882649,2.983857545,2.683995447,3.398443819,1,0.171230079,1,linear,,
47,toy,wild,3.081983224,3.22144526,3.222371465,2.937449779,3.535375475,1,0.170224624,1,linear,,
48,toy,wild,2.952821166,3.11801394,3.117243789,2.839047577,3.40107029,1,0.154104996,1,linear,,
49,toy,wild,3.216475925,3.218335157,3.218203023,2.904530658,3.554763198,1,0.172150731,1,linear,,
50,toy,wild,3.191130396,3.444800954,3.444742861,3.074944356,3.739118918,1,0.160561187,1,linear,,
51,toy,wild,3.027875029,2.922385278,2.923235193,2.551079177,3.272542352,1,0.185120981,1,linear,,
52,toy,wild,3.002063515,3.179161681,3.179523147,2.842800377,3.525162238,1,0.181113052,1,linear,,
53,toy,wild,3.087637042,3.262939566,3.262883319,2.94671863,3.587729807,1,0.174068243,1,linear,,
54,toy,wild,3.042932316,3.168479202,3.168363124,2.802395144,3.545386481,1,0.194726831,1,linear,,
55,toy,wild,2.95580017,2.994440069,2.994396217,2.659391508,3.323267197,1,0.165742747,1,linear,,
56,toy,wild,2.969089859,3.133772717,3.133751418,2.786171025,3.439791912,1,0.164664361,1,linear,,
57,toy,wild,2.902471311,2.96056273,2.960410889,2.665804598,3.306808373,1,0.16571318,1,linear,,
58,toy,wild,2.994324773,3.140456886,3.14009031,2.844161246,3.411463671,1,0.146877305,1,linear,,
59,toy,wild,3.004032874,3.015769272,3.016091417,2.657851663,3.305356175,1,0.16536372,1,linear,,
60,toy,wild,2.868068034,3.052032875,3.052032875,2.727906969,3.343694055,1,0.16332771,1,linear,,
61,toy,wild,3.065371217,3.057159296,3.057479006,2.733008858,3.341935765,1,0.166944762,1,linear,,
62,toy,wild,3.063307941,3.07480915,3.075627713,2.769470329,3.37751633,1,0.159548361,1,linear,,
63,toy,wild,2.942911018,3.028984474,3.029023158,2.676269625,3.356241956,1,0.171085216,1,linear,,
64,toy,wild,2.9968418,3.057315926,3.057164118,2.764869176,3.331496238,1,0.149765321,1,linear,,
65,toy,wild,3.030248312,3.195001959,3.194924437,2.852396525,3.55613242,1,0.180176788,1,linear,,
66,toy,wild,3.158241148,3.225118569,3.224987591,2.954402191,3.525935366,1,0.16130012,1,linear,,
67,toy,wild,3.069986928,3.113412802,3.113354982,2.825609705,3.409138078,1,0.154968326,1,linear,,
68,toy,wild,3.068174603,3.11019847,3.110231066,2.77536257,3.479179251,1,0.188066617,1,linear,,
69,toy,wild,2.985240489,3.166396646,3.166248934,2.856639666,3.493299266,1,0.165074713,1,linear,,
70,toy,wild,3.035935862,3.151649169,3.151719691,2.781340799,3.45723711,1,0.168710918,1,linear,,
71,toy,wild,2.973461069,3.049235072,3.049354379,2.681867058,3.401860813,1,0.184848315,1,linear,,
72,toy,wild,3.009642904,3.198328098,3.198746938,2.920884766,3.497512324,1,0.150339642,1,linear,,
73,toy,wild,2.955755098,3.142065897,3.142078983,2.819280061,3.432293338,1,0.158488581,1,linear,,
74,toy,wild,3.084620653,3.241766236,3.241737173,2.975151464,3.534741303,1,0.147879131,1,linear,,
75,toy,wild,3.109643031,3.223407592,3.224018068,2.876982843,3.582036803,1,0.190959251,1,linear,,
76,toy,wild,2.959038829,3.056109764,3.05543302,2.706956937,3.399309683,1,0.183157118,1,linear,,
77,toy,wild,2.979407108,2.880443616,2.880959585,2.582465539,3.217629993,1,0.161632314,1,linear,,
78,toy,wild,2.809272244,3.077078057,3.07856461,2.73102671,3.434743389,1,0.167409804,1,linear,,
79,toy,wild,2.851390368,3.051271809,3.051269898,2.706945568,3.415740027,1,0.180960154,1,linear,,
80,toy,wild,3.064839228,3.140998067,3.140996996,2.854106052,3.493145875,1,0.160790973,1,linear,,
81,toy,wild,3.068420536,3.155003073,3.155083245,2.816718653,3.503909313,1,0.182859421,1,linear,,
82,toy,wild,2.908416122,2.917139312,2.917129318,2.587274747,3.171497272,1,0.147395903,1,linear,,
83,toy,wild,2.92342899,2.981588626,2.982229976,2.73133599,3.255135565,1,0.136674754,1,linear,,
84,toy,wild,3.078890011,2.991523944,2.991527429,2.658749118,3.326116566,1,0.172315345,1,linear,,
85,toy,wild,3.032724686,3.107071831,3.107103543,2.859432371,3.386093859,1,0.148921044,1,linear,,
86,toy,wild,3.130028987,3.269622751,3.271298406,3.016516009,3.581588531,1,0.156801338,1,linear,,
87,toy,wild,3.112010482,3.128816796,3.128519444,2.824908691,3.461057892,1,0.17757985,1,linear,,
88,toy,wild,2.796271353,3.035073318,3.035072535,2.705936478,3.350981504,1,0.177604691,1,linear,,
89,toy,wild,2.801245846,3.02667384,3.027180898,2.72331796,3.350737138,1,0.165293919,1,linear,,
90,toy,wild,2.985153574,3.006859814,3.006838192,2.677046465,3.281270805,1,0.149799921,1,linear,,
91,toy,wild,2.896020648,3.08234655,3.082767219,2.767918409,3.44006569,1,0.167815482,1,linear,,
92,toy,wild,3.075378452,3.164498238,3.164485623,2.834853407,3.539942981,1,0.174326362,1,linear,,
93,toy,wild,2.997697744,3.109303024,3.10944288,2.788794555,3.42809693,1,0.161425546,1,linear,,
94,toy,wild,3.204149112,3.501608992,3.501226523,3.145524445,3.827799501,1,0.180007809,1,linear,,
95,toy,wild,3.020176471,3.106750983,3.107394775,2.825762621,3.42500575,1,0.160991285,1,linear,,
96,toy,wild,3.007103827,3.140027613,3.139857749,2.883647283,3.519831718,1,0.154958582,1,linear,,
97,toy,wild,2.97214482,3.191650137,3.191686952,2.858750098,3.55313271,1,0.165434499,1,linear,,
98,toy,wild,3.130395994,3.143530502,3.14348979,2.774463561,3.491286334,1,0.195269579,1,linear,,
99,toy,wild,2.879797677,3.070308284,3.070305204,2.701971544,3.43227356,1,0.195660925,1,linear,,
100,toy,wild,3.013818828,2.930887203,2.930933674,2.632751003,3.193057712,1,0.158812701,1,linear,,
1,toy,Bayesian,3.01997288,3.007175326,2.992132787,2.705944358,3.339219231,1,0.179221795,2,,,
2,toy,Bayesian,2.947940449,3.128753112,3.121277897,2.761368254,3.504124576,1,0.187272346,2,,,
3,toy,Bayesian,3.106044813,3.10725123,3.090278605,2.78831779,3.425217818,1,0.166951386,2,,,
4,toy,Bayesian,2.953964288,3.144548669,3.140787624,2.830446343,3.526620723,1,0.176511557,2,,,
5,toy,Bayesian,2.971272226,3.18114701,3.155875673,2.818752052,3.459533746,1,0.15855829,2,,,
6,toy,Bayesian,2.973843305,2.987238443,2.975639302,2.655769773,3.323011601,1,0.181104373,2,,,
7,toy,Bayesian,3.013608273,3.243998887,3.246158162,2.926917202,3.585676683,1,0.171509979,2,,,
8,toy,Bayesian,2.989085355,3.143339346,3.137576318,2.758795192,3.446009379,1,0.176530141,2,,,
9,toy,Bayesian,3.042655313,3.154409696,3.079604769,2.782833031,3.38068995,1,0.151853801,2,,,
10,toy,Bayesian,3.109864667,3.034756779,3.046725908,2.742850668,3.352346808,1,0.162373492,2,,,
11,toy,Bayesian,3.002917289,3.033724414,3.02028908,2.66207267,3.35130018,1,0.185442291,2,,,
12,toy,Bayesian,2.998531158,3.06799051,3.031963678,2.704542761,3.407917893,1,0.191957764,2,,,
13,toy,Bayesian,3.069351656,3.175384302,3.169920688,2.878089479,3.461002431,1,0.146696581,2,,,
14,toy,Bayesian,3.054177298,3.122268181,3.116357257,2.85621095,3.39253082,1,0.148060167,2,,,
15,toy,Bayesian,2.94481946,3.234755327,3.245971766,2.918708701,3.545186402,1,0.165527866,2,,,
16,toy,Bayesian,3.048605747,3.183211534,3.182005112,2.895802943,3.505516441,1,0.161354717,2,,,
17,toy,Bayesian,2.872429787,3.114241919,3.122913256,2.814051996,3.451769152,1,0.168459783,2,,,
18,toy,Bayesian,2.748571826,2.969731979,2.978878406,2.66100236,3.254912125,1,0.149759963,2,,,
19,toy,Bayesian,2.928430046,3.132141503,3.137975774,2.776482242,3.460145387,1,0.177651808,2,,,
20,toy,Bayesian,3.087254929,3.288483101,3.282299373,3.014530246,3.622807516,1,0.157907843,2,,,
21,toy,Bayesian,3.044410714,3.117837272,3.115428003,2.793532653,3.434150209,1,0.158872864,2,,,
22,toy,Bayesian,3.139833463,3.294298633,3.291558349,2.95239239,3.588773355,1,0.171487932,2,,,
23,toy,Bayesian,2.923828638,2.896898017,2.905294518,2.553426986,3.202602306,1,0.173737539,2,,,
24,toy,Bayesian,2.905467693,2.903138949,2.823563885,2.460048269,3.164629858,1,0.190737193,2,,,
25,toy,Bayesian,2.858085705,2.838090659,2.851865242,2.581219202,3.179181374,1,0.152991875,2,,,
26,toy,Bayesian,3.061663895,3.096759307,3.065381966,2.788656487,3.365538343,1,0.15009486,2,,,
27,toy,Bayesian,3.063832992,3.118293671,3.108767804,2.844337016,3.396160301,1,0.150233764,2,,,
28,toy,Bayesian,2.976381666,3.004803451,2.96889535,2.637885601,3.334247738,1,0.174677855,2,,,
29,toy,Bayesian,3.066363447,3.240792246,3.233201741,2.938815928,3.606289649,1,0.172535541,2,,,
30,toy,Bayesian,2.932464829,3.069060319,3.062081669,2.743139785,3.400348802,1,0.156663994,2,,,
31,toy,Bayesian,3.089682691,3.083913186,3.076668361,2.749600035,3.411010569,1,0.16497995,2,,,
32,toy,Bayesian,3.069708154,3.100888457,3.086579442,2.686080369,3.472679068,1,0.197063258,2,,,
33,toy,Bayesian,2.994158438,3.152973054,3.135915488,2.845351435,3.416072056,1,0.148230482,2,,,
34,toy,Bayesian,2.963580495,3.116538426,3.047419665,2.715905487,3.366502887,1,0.170991295,2,,,
35,toy,Bayesian,3.160590647,3.330547513,3.330638231,2.992246961,3.588014242,1,0.153471037,2,,,
36,toy,Bayesian,3.052955022,3.243923331,3.190042361,2.852927967,3.533155862,1,0.173712527,2,,,
37,toy,Bayesian,3.0724371,3.164485622,3.087468745,2.741006674,3.459328617,1,0.187619032,2,,,
38,toy,Bayesian,2.826948554,2.935349984,2.932935623,2.57431588,3.323332517,1,0.184022959,2,,,
39,toy,Bayesian,3.049642404,3.131171911,3.106842549,2.819042113,3.493458286,1,0.174208734,2,,,
40,toy,Bayesian,2.860885099,2.952820293,2.922262213,2.661403695,3.215151549,1,0.15653346,2,,,
41,toy,Bayesian,2.853950814,3.104013863,3.060872145,2.764617593,3.372618499,1,0.162264855,2,,,
42,toy,Bayesian,2.879068896,2.996532959,2.985955251,2.682906634,3.373383511,1,0.169586764,2,,,
43,toy,Bayesian,2.981993792,3.155847031,3.146723287,2.802456058,3.490517194,1,0.178559268,2,,,
44,toy,Bayesian,2.956657367,3.270876119,3.24228267,2.947504736,3.482733806,1,0.137980564,2,,,
45,toy,Bayesian,3.075592656,3.20024111,3.215076927,2.814977568,3.551708843,1,0.184979333,2,,,
46,toy,Bayesian,3.059396418,2.984027778,2.965839623,2.655667357,3.26783498,1,0.168494326,2,,,
47,toy,Bayesian,3.020195112,3.112584502,3.092563826,2.792412373,3.389449124,1,0.157340331,2,,,
48,toy,Bayesian,2.989235743,3.17842502,3.189514567,2.895160687,3.422561606,1,0.150962495,2,,,
49,toy,Bayesian,3.100941965,3.200341834,3.189313478,2.875086182,3.518243366,1,0.164960498,2,,,
50,toy,Bayesian,2.926642908,3.048425252,3.045708627,2.714859031,3.397011764,1,0.171757623,2,,,
51,toy,Bayesian,3.065434549,3.244566346,3.221988774,2.868825777,3.590091102,1,0.181736417,2,,,
52,toy,Bayesian,3.082088762,3.088065914,3.080245205,2.780658081,3.400152519,1,0.169516285,2,,,
53,toy,Bayesian,3.064263618,3.114890123,3.066664299,2.765799599,3.427143386,1,0.166664862,2,,,
54,toy,Bayesian,2.974549196,3.160934733,3.158742903,2.852604108,3.433123672,1,0.148681753,2,,,
55,toy,Bayesian,2.900950873,3.010769643,3.013483582,2.740417127,3.345911387,1,0.162834614,2,,,
56,toy,Bayesian,3.068544625,3.203759968,3.198057763,2.874496667,3.517284594,1,0.170176946,2,,,
57,toy,Bayesian,2.860722256,2.979706696,2.986189704,2.68602942,3.264534265,1,0.146507766,2,,,
58,toy,Bayesian,2.895083913,3.047116146,3.058357978,2.738503633,3.337330965,1,0.16204561,2,,,
59,toy,Bayesian,2.964502616,3.079073889,3.075818827,2.745747764,3.455275812,1,0.172759515,2,,,
60,toy,Bayesian,2.907725055,3.250561925,3.254399388,2.949961167,3.576072857,0,0.172851866,2,,,
61,toy,Bayesian,3.052340622,3.265660798,3.106504942,2.82261375,3.366372095,1,0.148991822,2,,,
62,toy,Bayesian,3.086094266,3.134529971,3.043146246,2.7201801,3.36406958,1,0.16885512,2,,,
63,toy,Bayesian,3.039844675,3.081104377,3.081461682,2.721920389,3.449158262,1,0.19133049,2,,,
64,toy,Bayesian,3.07577888,3.177025277,3.171784382,2.825962682,3.554882117,1,0.185697309,2,,,
65,toy,Bayesian,2.957987296,3.086243796,3.046857221,2.742640391,3.341722972,1,0.152164935,2,,,
66,toy,Bayesian,2.796270171,3.127407556,3.134204369,2.82877956,3.49770413,0,0.165710856,2,,,
67,toy,Bayesian,3.046737701,3.150372849,3.094011194,2.767868914,3.441720277,1,0.168915099,2,,,
68,toy,Bayesian,2.927633661,3.138434931,3.107599742,2.80407119,3.52540437,1,0.176778193,2,,,
69,toy,Bayesian,2.917955882,3.066427026,3.103005802,2.820369743,3.390754267,1,0.148481575,2,,,
70,toy,Bayesian,3.06878901,3.088728119,3.022500971,2.65773948,3.339646475,1,0.170580274,2,,,
71,toy,Bayesian,2.951133849,3.067199712,3.075101223,2.742582675,3.424089608,1,0.1815559,2,,,
72,toy,Bayesian,3.048274573,3.06869398,3.073087049,2.750060199,3.42099248,1,0.167613633,2,,,
73,toy,Bayesian,2.993824359,3.231696764,3.239021413,2.849936907,3.610122976,1,0.18743087,2,,,
74,toy,Bayesian,3.158213274,3.223507651,3.242082004,2.89617735,3.53756893,1,0.161346093,2,,,
75,toy,Bayesian,3.088630603,2.967048714,2.955866635,2.698456921,3.231632056,1,0.138720749,2,,,
76,toy,Bayesian,2.894460668,2.851496955,2.852767748,2.493525434,3.223054226,1,0.198381379,2,,,
77,toy,Bayesian,2.848875203,3.11044614,3.115943334,2.815938873,3.485506987,1,0.169618794,2,,,
78,toy,Bayesian,2.977368762,3.183319143,3.203645485,2.935675614,3.563076095,1,0.156969088,2,,,
79,toy,Bayesian,2.86251609,3.072061151,3.052845825,2.729500649,3.440154154,1,0.189442921,2,,,
80,toy,Bayesian,3.019878555,3.029173923,3.024826572,2.747432745,3.311339158,1,0.155886686,2,,,
81,toy,Bayesian,3.151068045,3.166482583,3.157804811,2.85773352,3.507757788,1,0.168821517,2,,,
82,toy,Bayesian,3.007387076,3.310961414,3.287081597,2.941477906,3.606887985,1,0.175229527,2,,,
83,toy,Bayesian,2.937879442,2.964731224,2.94433591,2.579504867,3.23905792,1,0.159264297,2,,,
84,toy,Bayesian,3.083509298,3.022469681,3.027310125,2.686789071,3.367611597,1,0.172699699,2,,,
85,toy,Bayesian,3.098999237,3.500835587,3.500825365,3.164932518,3.827682147,0,0.177224205,2,,,
86,toy,Bayesian,2.993182583,2.976409822,2.972085116,2.594691529,3.379934975,1,0.194662289,2,,,
87,toy,Bayesian,3.07761848,3.155366342,3.152550651,2.778453213,3.49320884,1,0.194084143,2,,,
88,toy,Bayesian,2.962087799,3.072901671,2.996093296,2.656008055,3.297690572,1,0.169814099,2,,,
89,toy,Bayesian,3.031992214,3.106191777,3.091023168,2.787222885,3.398894288,1,0.159664064,2,,,
90,toy,Bayesian,2.94966393,3.116456075,3.074830479,2.765114156,3.443637071,1,0.176644627,2,,,
91,toy,Bayesian,2.886488966,3.125579921,3.119391633,2.80812847,3.42187903,1,0.154413487,2,,,
92,toy,Bayesian,2.95656874,3.043187133,3.058762586,2.779886584,3.415361272,1,0.16892106,2,,,
93,toy,Bayesian,2.998968762,3.142034864,3.101398282,2.778531661,3.435690436,1,0.170701336,2,,,
94,toy,Bayesian,2.790316954,3.189643196,3.190031557,2.914670769,3.540074892,0,0.163932239,2,,,
95,toy,Bayesian,3.016950543,3.16035615,3.130920802,2.769693048,3.46110536,1,0.177570586,2,,,
96,toy,Bayesian,3.059590147,3.27518839,3.276864882,2.914062865,3.627144456,1,0.181228606,2,,,
97,toy,Bayesian,3.056003353,3.206694236,3.172083401,2.780298843,3.524096741,1,0.184989405,2,,,
98,toy,Bayesian,2.862441831,2.897993264,2.853591795,2.558031847,3.122829148,1,0.152977206,2,,,
99,toy,Bayesian,3.046298886,3.05337212,3.020541959,2.635048754,3.402278017,1,0.196101655,2,,,
100,toy,Bayesian,3.045487099,2.98111253,2.982584129,2.685773476,3.243712837,1,0.144318214,2,,,
1,kang,wild,0,-0.195139397,0.213736319,0.111220006,0.321683733,0,0.054219898,2,,,
2,kang,wild,0,-1.731743354,0.193806573,0.094997722,0.29583994,0,0.051806163,2,,,
3,kang,wild,0,2.178571902,0.125630682,0.022045291,0.233960308,0,0.053820252,2,,,
4,kang,wild,0,0.685179855,-0.354472864,-0.461043674,-0.246282153,0,0.054840932,2,,,
5,kang,wild,0,-0.697661528,-0.047387179,-0.153247489,0.04806898,1,0.055363928,2,,,
6,kang,wild,0,0.922553197,-0.02741993,-0.116874825,0.068832069,1,0.047218928,2,,,
7,kang,wild,0,-1.122354417,-0.208833283,-0.297938609,-0.106690092,0,0.047753255,2,,,
8,kang,wild,0,0.465740651,0.062819125,-0.043499249,0.155034786,1,0.053761412,2,,,
9,kang,wild,0,0.864598501,0.022838705,-0.076604544,0.12089449,1,0.051350728,2,,,
10,kang,wild,0,-2.967063912,0.22265242,0.124965461,0.315702194,0,0.050353736,2,,,
11,kang,wild,0,-2.456519279,-0.35956917,-0.488754765,-0.236972433,0,0.060574578,2,,,
12,kang,wild,0,0.249374975,0.021848592,-0.074849513,0.117016585,1,0.048221715,2,,,
