id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,time_on_matching,time_on_bootstrap,N_T,N_C
84,toy,A-E,3.024132541,3.251830428,3.251569987,3.112046244,3.39109373,0,0.071185583,1,linear,1.271,0.042,,
85,toy,A-E,3.066911837,3.181705815,3.181701618,3.047236956,3.31616628,1,0.06860442,1,linear,1.318,0.039,,
86,toy,A-E,2.903825404,2.915807528,2.916096551,2.783433892,3.048759211,1,0.06768503,1,linear,1.25,0.049,,
87,toy,A-E,3.110544419,2.94649944,2.946542883,2.816093704,3.076992061,0,0.066555703,1,linear,1.261,0.041,,
88,toy,A-E,2.978941377,2.956234969,2.956833793,2.833492499,3.080175087,1,0.062929232,1,linear,1.286,0.04,,
89,toy,A-E,3.071772365,3.127909838,3.127835113,3.009170352,3.246499874,1,0.060543245,1,linear,1.263,0.042,,
90,toy,A-E,2.932818684,2.989182166,2.989641201,2.850908126,3.128374275,1,0.070782181,1,linear,1.295,0.041,,
91,toy,A-E,2.935007876,3.185581835,3.186250979,3.042964004,3.329537953,0,0.073105599,1,linear,1.268,0.041,,
92,toy,A-E,3.025785647,3.024598008,3.024564005,2.911176218,3.137951792,1,0.057850912,1,linear,1.257,0.037,,
93,toy,A-E,3.022473826,3.037414157,3.037346014,2.905178238,3.169513791,1,0.067432539,1,linear,1.271,0.056,,
94,toy,A-E,2.995859028,3.075844368,3.076060153,2.927595645,3.224524662,1,0.075747198,1,linear,1.267,0.037,,
95,toy,A-E,2.977304576,3.071090634,3.070921536,2.931746713,3.210096359,1,0.071007563,1,linear,1.29,0.041,,
96,toy,A-E,2.86754332,2.868306047,2.868842553,2.734643724,3.003041382,1,0.06846879,1,linear,1.266,0.045,,
97,toy,A-E,2.900703045,3.019533028,3.019365409,2.90755255,3.131178267,0,0.057047377,1,linear,1.293,0.047,,
98,toy,A-E,3.076487321,3.192397881,3.193220756,3.054550594,3.331890917,1,0.070750082,1,linear,1.605,0.041,,
99,toy,A-E,3.049207672,3.287659014,3.287887612,3.161311496,3.414463728,0,0.064579651,1,linear,1.292,0.039,,
100,toy,A-E,2.88136479,3.068906533,3.069555636,2.94844056,3.190670711,0,0.061793406,1,linear,1.255,0.04,,
1,toy,A-E,3.01997288,3.168641523,3.168622968,3.036489776,3.30075616,0,0.067414894,1,linear,1.51,0.1,,
2,toy,A-E,3.073384549,3.191257502,3.191257502,3.073787568,3.308727436,0,0.05993364,1,linear,1.443,0.096,,
3,toy,A-E,3.058418918,3.225699861,3.225625703,3.098383911,3.352867495,0,0.064919282,1,linear,1.379,0.095,,
4,toy,A-E,2.964709255,3.122421418,3.122421418,3.000695447,3.244147389,0,0.062105087,1,linear,1.369,0.089,,
5,toy,A-E,3.075482274,3.158352499,3.158204315,3.024972507,3.291436124,1,0.067975412,1,linear,1.335,0.092,,
6,toy,A-E,3.0444826,3.152332587,3.152332587,3.022162251,3.282502922,1,0.066413436,1,linear,1.337,0.082,,
7,toy,A-E,3.109746552,3.047590211,3.047648239,2.916240293,3.179056185,1,0.06704487,1,linear,1.334,0.098,,
8,toy,A-E,3.074259105,3.283210298,3.283210298,3.148792256,3.417628339,0,0.068580634,1,linear,1.332,0.11,,
9,toy,A-E,3.156067041,3.253188725,3.253161828,3.119950926,3.386372731,1,0.067964746,1,linear,1.399,0.087,,
10,toy,A-E,3.036017749,3.192224368,3.192237143,3.049857086,3.334617201,0,0.072642887,1,linear,1.416,0.088,,
11,toy,A-E,3.059800503,3.131204195,3.131052019,3.017234204,3.244869833,1,0.058070313,1,linear,1.349,0.085,,
12,toy,A-E,3.010916299,3.015769538,3.015769538,2.88057802,3.150961056,1,0.068975264,1,linear,1.322,0.091,,
13,toy,A-E,2.992345898,3.068151681,3.068151681,2.938399188,3.197904174,1,0.066200251,1,linear,1.319,0.081,,
14,toy,A-E,3.059025118,3.210493508,3.210656952,3.074673355,3.346640549,0,0.069379386,1,linear,1.313,0.086,,
15,toy,A-E,2.940584641,3.142464417,3.142380143,3.010551297,3.27420899,0,0.067259616,1,linear,1.361,0.09,,
16,toy,A-E,2.966628552,3.09103709,3.090994945,2.952586512,3.229403378,1,0.070616548,1,linear,1.333,0.087,,
17,toy,A-E,2.919404369,3.1747742,3.174909043,3.041539271,3.308278815,0,0.068045802,1,linear,1.336,0.096,,
18,toy,A-E,2.932031781,3.017570913,3.017615079,2.884386551,3.150843607,1,0.067973739,1,linear,1.351,0.078,,
19,toy,A-E,3.001882208,3.115692297,3.115914514,2.98551514,3.246313887,1,0.066530293,1,linear,1.352,0.087,,
20,toy,A-E,3.05729831,3.291870022,3.291870022,3.160300481,3.423439562,0,0.067127317,1,linear,1.335,0.092,,
21,toy,A-E,2.842196121,2.94995663,2.94995663,2.814205263,3.085707998,1,0.069260902,1,linear,1.331,0.095,,
22,toy,A-E,3.034567415,3.159791072,3.159913158,3.03007886,3.289747456,1,0.066241989,1,linear,1.392,0.09,,
23,toy,A-E,2.894845748,3.168133936,3.168133936,3.039965032,3.296302841,0,0.065392298,1,linear,1.354,0.082,,
24,toy,A-E,3.105610208,3.166540755,3.166540755,3.024544327,3.308537183,1,0.072447157,1,linear,1.351,0.093,,
25,toy,A-E,2.92689726,3.100472731,3.10047815,2.969182798,3.231773501,0,0.066987424,1,linear,1.368,0.102,,
26,toy,A-E,3.002628742,3.159987615,3.159974182,3.023857914,3.29609045,0,0.069447076,1,linear,1.387,0.119,,
27,toy,A-E,3.141696991,3.238062796,3.237975193,3.103451984,3.372498402,1,0.06863429,1,linear,1.45,0.099,,
28,toy,A-E,3.05889281,3.239304298,3.239304298,3.105739432,3.372869164,0,0.06814534,1,linear,1.952,0.09,,
29,toy,A-E,2.983734868,3.018982835,3.018973093,2.877861761,3.160084426,1,0.071995578,1,linear,1.517,0.101,,
30,toy,A-E,2.959187463,3.222436851,3.222436851,3.09478185,3.350091852,0,0.065130103,1,linear,1.525,0.083,,
31,toy,A-E,2.936196874,3.113562266,3.11356344,2.980095942,3.247030938,0,0.068095662,1,linear,1.577,0.086,,
32,toy,A-E,2.979876024,3.016354486,3.016354486,2.875285198,3.157423774,1,0.071974126,1,linear,1.447,0.094,,
33,toy,A-E,2.970926904,2.797952061,2.797952061,2.666928744,2.928975378,0,0.066848631,1,linear,1.447,0.124,,
34,toy,A-E,2.913013252,3.021269372,3.021312883,2.883107793,3.159517974,1,0.070512801,1,linear,1.363,0.087,,
35,toy,A-E,3.087190033,3.161686779,3.161573649,3.038784961,3.284362337,1,0.06264729,1,linear,1.34,0.088,,
36,toy,A-E,2.858738276,2.956931733,2.956985637,2.822950124,3.091021151,1,0.068385466,1,linear,1.355,0.079,,
37,toy,A-E,2.985414982,3.196183332,3.196183332,3.053347314,3.33901935,0,0.072875519,1,linear,1.385,0.087,,
38,toy,A-E,3.138370226,3.302956875,3.302790188,3.172669722,3.432910654,0,0.066387993,1,linear,1.402,0.101,,
39,toy,A-E,2.892387797,2.920241214,2.920241214,2.792901059,3.04758137,1,0.064969467,1,linear,1.436,0.091,,
40,toy,A-E,3.149947352,3.093162231,3.093163694,2.960443084,3.225884305,1,0.067714597,1,linear,1.394,0.099,,
41,toy,A-E,2.89038515,3.142992633,3.143007981,3.017190413,3.26882555,0,0.064192637,1,linear,1.344,0.084,,
42,toy,A-E,3.008777915,3.239172214,3.239172214,3.113665159,3.364679269,0,0.064034212,1,linear,1.379,0.086,,
43,toy,A-E,3.02879557,3.08044514,3.080457219,2.962421313,3.198493125,1,0.060222401,1,linear,1.422,0.102,,
44,toy,A-E,3.023934802,3.248684852,3.248682569,3.113851441,3.383513698,0,0.068791392,1,linear,1.411,0.114,,
45,toy,A-E,3.022760671,3.077934193,3.077934193,2.942215809,3.213652576,1,0.069244073,1,linear,1.454,0.093,,
46,toy,A-E,2.951125063,3.143744921,3.143695607,3.018456359,3.268934854,0,0.063897575,1,linear,1.524,0.109,,
47,toy,A-E,3.037382676,3.251114719,3.251114719,3.121070295,3.381159143,0,0.066349196,1,linear,1.464,0.095,,
48,toy,A-E,2.974601672,2.847320264,2.846880889,2.710897815,2.982863963,1,0.069379119,1,linear,1.378,0.084,,
49,toy,A-E,2.946034857,3.016567535,3.016567268,2.888338283,3.144796253,1,0.065422952,1,linear,1.357,0.088,,
50,toy,A-E,2.884118818,3.110931761,3.110932994,2.98150459,3.240361397,0,0.0660349,1,linear,1.435,0.091,,
51,toy,A-E,3.084861649,3.169013947,3.169013947,3.045900443,3.292127452,1,0.062813013,1,linear,1.475,0.088,,
52,toy,A-E,2.881627996,2.957345919,2.957350624,2.82847944,3.086221808,1,0.065750604,1,linear,1.373,0.08,,
53,toy,A-E,3.035667463,3.22621887,3.22621887,3.092237932,3.360199808,0,0.068357621,1,linear,1.418,0.091,,
54,toy,A-E,3.143673807,3.180450847,3.180570985,3.037928997,3.323212973,1,0.072776525,1,linear,1.369,0.08,,
55,toy,A-E,2.901633409,2.998525027,2.998525402,2.871680741,3.125370063,1,0.064716664,1,linear,1.472,0.092,,
56,toy,A-E,2.899242905,3.106811142,3.106532064,2.981090184,3.231973945,0,0.064000959,1,linear,1.49,0.102,,
57,toy,A-E,2.863024769,3.107252017,3.107252017,2.975071284,3.239432751,0,0.06743915,1,linear,1.482,0.096,,
58,toy,A-E,3.097818464,3.186352401,3.186352401,3.054933893,3.31777091,1,0.067050259,1,linear,1.442,0.086,,
59,toy,A-E,2.986250295,2.963000433,2.963000433,2.822928844,3.103072022,1,0.071465097,1,linear,1.458,0.102,,
60,toy,A-E,2.962585058,3.041949248,3.041949248,2.908501778,3.175396718,1,0.068085444,1,linear,1.529,0.095,,
61,toy,A-E,3.000388822,3.220592009,3.220592009,3.092592893,3.348591125,0,0.065305671,1,linear,1.395,0.103,,
62,toy,A-E,2.915099373,3.047517416,3.047549083,2.922520673,3.172577493,0,0.063790005,1,linear,1.377,0.365,,
63,toy,A-E,2.92541324,3.212977435,3.212977435,3.080042287,3.345912582,0,0.067824055,1,linear,1.34,0.083,,
64,toy,A-E,2.946995016,3.103729902,3.103694527,2.974779584,3.23260947,0,0.06577293,1,linear,1.403,0.098,,
65,toy,A-E,3.014116371,3.170642164,3.170642164,3.028145823,3.313138505,0,0.072702215,1,linear,1.483,0.088,,
66,toy,A-E,2.959553633,3.130432538,3.130469439,3.004190611,3.256748268,0,0.064427974,1,linear,1.384,0.079,,
67,toy,A-E,2.961939531,3.021845191,3.021893848,2.891173348,3.152614348,1,0.066694133,1,linear,1.391,0.082,,
68,toy,A-E,3.034649302,3.316952433,3.316977723,3.19498736,3.438968086,0,0.062239981,1,linear,1.359,0.081,,
69,toy,A-E,2.90724431,3.178624904,3.178624904,3.048072421,3.309177387,0,0.06660841,1,linear,1.411,0.088,,
70,toy,A-E,3.004477874,3.122661113,3.122655305,2.98713528,3.25817533,1,0.06914287,1,linear,1.448,0.087,,
71,toy,A-E,2.991306673,3.155698864,3.155698864,3.027354734,3.284042994,0,0.065481699,1,linear,1.385,0.107,,
72,toy,A-E,3.0024073,3.27490294,3.27490294,3.152668305,3.397137575,0,0.06236461,1,linear,1.678,0.106,,
73,toy,A-E,2.891508439,2.90338048,2.903298349,2.773370746,3.033225951,1,0.066289593,1,linear,1.551,0.094,,
74,toy,A-E,3.152026252,3.116477492,3.116478005,2.978831537,3.254124473,1,0.07022779,1,linear,1.555,0.107,,
75,toy,A-E,3.018611653,3.081549826,3.081546469,2.950290427,3.212802512,1,0.066967369,1,linear,1.416,0.114,,
76,toy,A-E,2.999216442,3.170820365,3.170799377,3.037029916,3.304568839,0,0.068249725,1,linear,1.502,0.09,,
77,toy,A-E,2.968713223,3.129582656,3.129520614,3.003305784,3.255735445,0,0.064395321,1,linear,1.495,0.095,,
78,toy,A-E,3.022422531,3.23325019,3.23325019,3.099041864,3.367458517,0,0.068473636,1,linear,1.435,0.082,,
79,toy,A-E,2.767930399,2.979906566,2.979906566,2.852915452,3.106897679,0,0.064791385,1,linear,1.377,0.103,,
80,toy,A-E,3.07192783,3.240505098,3.240505098,3.10514526,3.375864935,0,0.069061142,1,linear,1.434,0.089,,
81,toy,A-E,3.034823641,3.166747295,3.166747295,3.035289834,3.298204755,0,0.067070133,1,linear,1.5,0.108,,
82,toy,A-E,2.933874162,3.1475101,3.1475101,3.012943009,3.282077192,0,0.068656679,1,linear,1.49,0.103,,
83,toy,A-E,2.951480383,3.093071555,3.093071555,2.955619343,3.230523766,0,0.070128679,1,linear,1.583,0.083,,
84,toy,A-E,3.024132541,3.119632277,3.119712617,2.9961473,3.243277934,1,0.063043529,1,linear,1.544,0.108,,
85,toy,A-E,3.066911837,3.149401369,3.149401369,3.02159172,3.277211017,1,0.065209004,1,linear,1.442,0.086,,
86,toy,A-E,2.903825404,3.072634013,3.072745549,2.942833903,3.202657195,0,0.066281452,1,linear,1.547,0.097,,
87,toy,A-E,3.110544419,2.938657285,2.938644553,2.814145073,3.063144033,0,0.063520143,1,linear,1.512,0.105,,
88,toy,A-E,2.978941377,3.200879077,3.200150546,3.081702442,3.31859865,0,0.060432706,1,linear,1.425,0.088,,
89,toy,A-E,3.071772365,3.251972192,3.251972192,3.110365913,3.393578471,0,0.072248102,1,linear,1.452,0.097,,
90,toy,A-E,2.932818684,2.923446992,2.923446992,2.787631936,3.059262048,1,0.069293396,1,linear,1.348,0.095,,
91,toy,A-E,2.935007876,3.11463418,3.114629325,2.984917833,3.244340817,0,0.066179333,1,linear,1.419,0.086,,
92,toy,A-E,3.025785647,3.143983615,3.143987218,3.011642192,3.276332243,1,0.067522972,1,linear,1.47,0.087,,
93,toy,A-E,3.022473826,3.106478094,3.106477804,2.979800683,3.233154925,1,0.064631184,1,linear,1.607,0.108,,
94,toy,A-E,2.995859028,2.981707786,2.981727323,2.845952977,3.117501669,1,0.069272625,1,linear,1.435,0.087,,
95,toy,A-E,2.977304576,2.915894502,2.915894502,2.780939016,3.050849987,1,0.06885484,1,linear,1.468,0.085,,
96,toy,A-E,2.86754332,3.030535393,3.030535393,2.902718506,3.15835228,0,0.065212698,1,linear,1.499,0.102,,
97,toy,A-E,2.900703045,3.0505036,3.0505036,2.92807327,3.17293393,0,0.062464454,1,linear,1.717,0.085,,
98,toy,A-E,3.076487321,3.244022362,3.244053198,3.105207528,3.382898868,0,0.070839628,1,linear,1.448,0.095,,
99,toy,A-E,3.049207672,3.326224528,3.326211817,3.194406823,3.458016811,0,0.067247446,1,linear,1.418,0.115,,
100,toy,A-E,2.88136479,3.13188993,3.131970225,3.007472427,3.256468022,0,0.063519284,1,linear,1.43,0.08,,
1,toy,A-E,3.01997288,3.034540883,3.034540883,2.910310792,3.158770974,1,0.0633827,1,linear,1.966,0.25,100,189.963862
2,toy,A-E,3.073384549,3.040613071,3.040613071,2.916083928,3.165142215,1,0.063535277,1,linear,1.77,0.25,100,210.527265
3,toy,A-E,3.058418918,3.169230174,3.169230174,3.051693529,3.286766819,1,0.059967676,1,linear,1.742,0.244,100,198.368568
4,toy,A-E,2.964709255,3.03386144,3.03386144,2.915347041,3.152375838,1,0.06046653,1,linear,1.686,0.228,100,213.07826
5,toy,A-E,3.075482274,3.206855362,3.206838849,3.075306683,3.338371016,1,0.067108248,1,linear,1.717,0.275,100,220.883238
6,toy,A-E,3.0444826,2.991572281,2.991572281,2.863172577,3.119971985,1,0.065510053,1,linear,1.666,0.254,100,213.543243
7,toy,A-E,3.109746552,3.126541478,3.126541478,3.000296123,3.252786834,1,0.064410896,1,linear,1.779,0.252,100,217.796496
8,toy,A-E,3.074259105,3.236465801,3.236465801,3.107312706,3.365618895,0,0.065894436,1,linear,1.992,0.243,100,205.664871
9,toy,A-E,3.156067041,3.408519609,3.408519609,3.289007272,3.528031947,0,0.060975682,1,linear,1.618,0.226,100,206.858029
10,toy,A-E,3.036017749,3.133437762,3.133429007,3.000679979,3.266178034,1,0.067729095,1,linear,1.551,0.231,100,218.617673
11,toy,A-E,3.059800503,2.985484376,2.985484376,2.873153352,3.097815401,1,0.057311747,1,linear,1.625,0.28,100,191.320589
12,toy,A-E,3.010916299,2.949255095,2.949255095,2.824449347,3.074060843,1,0.063676402,1,linear,1.549,0.238,100,206.606164
13,toy,A-E,2.992345898,3.289862618,3.289862618,3.163518216,3.416207019,0,0.064461429,1,linear,1.511,0.227,100,204.318521
14,toy,A-E,3.059025118,3.158468834,3.158468834,3.031270465,3.285667202,1,0.064897127,1,linear,1.597,0.216,100,211.415108
15,toy,A-E,2.940584641,3.109245664,3.109245664,2.982531546,3.235959783,0,0.064650061,1,linear,1.531,0.496,100,206.148479
16,toy,A-E,2.966628552,3.111269926,3.111269926,2.983916863,3.238622989,0,0.064976052,1,linear,1.522,0.216,100,212.440403
17,toy,A-E,2.919404369,3.199345333,3.199345333,3.074337967,3.324352699,0,0.063779268,1,linear,1.51,0.216,100,214.548586
18,toy,A-E,2.932031781,2.85048067,2.85048067,2.728482445,2.972478896,1,0.062243993,1,linear,1.493,0.261,100,214.893764
19,toy,A-E,3.001882208,3.179331613,3.179331613,3.057134934,3.301528292,0,0.062345245,1,linear,1.483,0.204,100,206.572823
20,toy,A-E,3.05729831,3.276272449,3.276272449,3.144529849,3.408015049,0,0.067215612,1,linear,1.646,0.276,100,193.831408
