id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,time_on_matching,time_on_bootstrap,N_T,N_C
21,toy,A-E,2.842196121,2.935613352,2.935613352,2.8055602,3.065666504,1,0.066353649,1,linear,1.793,0.24,100,207.971007
22,toy,A-E,3.034567415,3.202196726,3.202196726,3.075590405,3.328803046,0,0.064595061,1,linear,1.745,0.282,100,208.267197
23,toy,A-E,2.894845748,2.951663054,2.951663054,2.831931983,3.071394124,1,0.061087281,1,linear,1.792,0.507,100,217.221254
24,toy,A-E,3.105610208,3.298737232,3.298737232,3.163654313,3.433820152,0,0.068919857,1,linear,1.654,0.233,100,207.860038
25,toy,A-E,2.92689726,3.125903803,3.125903803,3.00568992,3.246117686,0,0.061333614,1,linear,1.475,0.206,100,202.23313
26,toy,A-E,3.002628742,2.919937943,2.919937943,2.798305238,3.041570649,1,0.062057503,1,linear,1.49,0.222,100,193.598867
27,toy,A-E,3.141696991,3.110770476,3.110770476,2.984414175,3.237126777,1,0.0644675,1,linear,1.79,0.212,100,213.192627
28,toy,A-E,3.05889281,3.266451696,3.266451696,3.140276927,3.392626464,0,0.064374882,1,linear,1.547,0.226,100,209.341507
29,toy,A-E,2.983734868,3.111488423,3.111488423,2.978602087,3.244374759,1,0.067799151,1,linear,1.591,0.221,100,199.05547
30,toy,A-E,2.959187463,3.107784452,3.107784452,2.988806066,3.226762838,0,0.060703258,1,linear,1.798,0.219,100,216.711476
31,toy,A-E,2.936196874,3.221744442,3.221744442,3.095711928,3.347776955,0,0.064302303,1,linear,1.523,0.216,100,207.972061
32,toy,A-E,2.979876024,3.211813996,3.211813996,3.082096635,3.341531356,0,0.066182327,1,linear,1.543,0.229,100,202.436132
33,toy,A-E,2.970926904,2.897974777,2.897974777,2.774730629,3.021218926,1,0.062879668,1,linear,1.565,0.231,100,206.143683
34,toy,A-E,2.913013252,3.058643693,3.058643693,2.930344797,3.186942588,0,0.06545862,1,linear,1.553,0.221,100,200.994791
35,toy,A-E,3.087190033,3.250845098,3.250845098,3.128262076,3.37342812,0,0.062542358,1,linear,1.514,0.223,100,208.627732
36,toy,A-E,2.858738276,2.962510509,2.962510509,2.830817878,3.094203141,1,0.067190118,1,linear,1.689,0.232,100,200.663935
37,toy,A-E,2.985414982,3.073060053,3.073060053,2.945827301,3.200292805,1,0.064914669,1,linear,1.674,0.243,100,217.941598
38,toy,A-E,3.138370226,3.166714981,3.166714981,3.038748761,3.294681201,1,0.065288888,1,linear,1.723,0.504,100,209.671138
39,toy,A-E,2.892387797,2.946087469,2.946087469,2.822279388,3.069895549,1,0.063167388,1,linear,1.702,0.232,100,219.57403
40,toy,A-E,3.149947352,3.244912224,3.244912224,3.122038786,3.367785662,1,0.062690529,1,linear,1.709,0.234,100,192.018812
41,toy,A-E,2.89038515,3.236948127,3.236948127,3.113432943,3.36046331,0,0.063017951,1,linear,1.648,0.283,100,200.838514
42,toy,A-E,3.008777915,3.109785675,3.109785675,2.987636961,3.23193439,1,0.062320773,1,linear,1.528,0.235,100,205.35641
43,toy,A-E,3.02879557,2.971366555,2.971366555,2.852837688,3.089895422,1,0.060473912,1,linear,1.653,0.245,100,195.094991
44,toy,A-E,3.023934802,3.236411207,3.236411207,3.110857553,3.361964861,0,0.064057987,1,linear,1.824,0.314,100,221.381409
45,toy,A-E,3.022760671,3.106312379,3.106312379,2.981414358,3.231210401,1,0.06372348,1,linear,1.674,0.227,100,209.89971
46,toy,A-E,2.951125063,3.18557383,3.18557383,3.066436332,3.304711329,0,0.060784438,1,linear,1.977,0.246,100,190.452306
47,toy,A-E,3.037382676,3.22590147,3.22590147,3.104549625,3.347253316,0,0.061914207,1,linear,1.656,0.224,100,202.280024
48,toy,A-E,2.974601672,2.879104798,2.879296482,2.756041404,3.002551561,1,0.062885244,1,linear,1.674,0.266,100,209.741398
49,toy,A-E,2.946034857,3.028320978,3.028320978,2.906522071,3.150119885,1,0.062142299,1,linear,1.702,0.254,100,209.542713
50,toy,A-E,2.884118818,2.959016845,2.959016845,2.832365698,3.085667992,1,0.064617932,1,linear,1.731,0.235,100,208.830818
51,toy,A-E,3.084861649,3.135657138,3.135657138,3.011292041,3.260022234,1,0.06345158,1,linear,1.642,0.226,100,213.242479
52,toy,A-E,2.881627996,3.017334054,3.017334054,2.892458267,3.142209841,0,0.063712136,1,linear,1.668,0.228,100,202.019761
53,toy,A-E,3.035667463,3.252716382,3.252716382,3.119119325,3.38631344,0,0.068161764,1,linear,1.653,0.54,100,216.714496
54,toy,A-E,3.143673807,3.311014742,3.311014742,3.181563217,3.440466266,0,0.066046696,1,linear,1.707,0.224,100,215.483851
55,toy,A-E,2.901633409,3.050104839,3.050090992,2.931765268,3.168416716,0,0.060370268,1,linear,1.624,0.232,100,193.186658
56,toy,A-E,2.899242905,2.963438347,2.963437115,2.843213294,3.083660936,1,0.061338684,1,linear,1.692,0.224,100,207.120285
57,toy,A-E,2.863024769,3.003285114,3.003285114,2.878910808,3.127659421,0,0.063456279,1,linear,1.674,0.256,100,215.521903
58,toy,A-E,3.097818464,3.262748963,3.262748963,3.140710014,3.384787912,0,0.06226477,1,linear,1.671,0.249,100,207.405146
59,toy,A-E,2.986250295,3.042448607,3.042448607,2.915534244,3.169362971,1,0.064752226,1,linear,1.694,0.248,100,200.942787
60,toy,A-E,2.962585058,3.217245339,3.217245339,3.089158031,3.345332648,0,0.065350667,1,linear,1.927,0.241,100,203.845796
61,toy,A-E,3.000388822,3.091002429,3.091002429,2.967103777,3.21490108,1,0.063213598,1,linear,1.667,0.483,100,197.129737
62,toy,A-E,2.915099373,3.098930492,3.098930492,2.974835425,3.22302556,0,0.06331381,1,linear,1.653,0.223,100,239.119121
63,toy,A-E,2.92541324,3.190595118,3.190595118,3.065949044,3.315241192,0,0.063594936,1,linear,1.704,0.231,100,191.349426
64,toy,A-E,2.946995016,3.039454521,3.039454521,2.916989967,3.161919075,1,0.062481915,1,linear,1.716,0.216,100,199.971307
65,toy,A-E,3.014116371,3.158264255,3.158264255,3.02536203,3.29116648,0,0.067807258,1,linear,1.629,0.232,100,208.436294
66,toy,A-E,2.959553633,3.152952797,3.152952797,3.028772959,3.277132634,0,0.06335706,1,linear,1.693,0.219,100,197.623852
67,toy,A-E,2.961939531,3.002894483,3.002894483,2.87750931,3.128279657,1,0.063972027,1,linear,1.647,0.245,100,212.208344
68,toy,A-E,3.034649302,3.261495716,3.261495716,3.138637773,3.38435366,0,0.062682624,1,linear,1.549,0.23,100,200.873769
69,toy,A-E,2.90724431,3.089379335,3.089379335,2.960605079,3.21815359,0,0.065701151,1,linear,1.665,0.243,100,212.146588
70,toy,A-E,3.004477874,3.108592527,3.108592527,2.981202951,3.235982104,1,0.064994682,1,linear,1.92,0.216,100,207.468885
71,toy,A-E,2.991306673,3.050105523,3.050105523,2.924916835,3.175294211,1,0.063871779,1,linear,1.604,0.238,100,211.545738
72,toy,A-E,3.0024073,3.136617567,3.136617567,3.015337056,3.257898079,0,0.061877812,1,linear,1.593,0.23,100,202.940181
73,toy,A-E,2.891508439,2.837276661,2.837276661,2.714566413,2.95998691,1,0.06260727,1,linear,1.722,0.259,100,220.30403
74,toy,A-E,3.152026252,3.205886378,3.205886378,3.080255604,3.331517151,1,0.064097333,1,linear,1.723,0.3,100,192.166764
75,toy,A-E,3.018611653,3.110192709,3.110192709,2.985366862,3.235018557,1,0.063686657,1,linear,1.677,0.238,100,217.753664
76,toy,A-E,2.999216442,3.136152696,3.136152696,3.009643419,3.262661973,0,0.06454555,1,linear,1.667,0.298,100,197.383526
77,toy,A-E,2.968713223,3.154708941,3.154708941,3.029977041,3.27944084,0,0.063638724,1,linear,1.938,0.227,100,197.004631
78,toy,A-E,3.022422531,3.150618754,3.150618754,3.021749056,3.279488451,1,0.065749846,1,linear,1.581,0.215,100,194.776502
79,toy,A-E,2.767930399,2.897435825,2.897435825,2.778047637,3.016824013,0,0.060912341,1,linear,1.62,0.234,100,208.710035
80,toy,A-E,3.07192783,3.215372382,3.215372382,3.092829681,3.337915083,0,0.062521786,1,linear,1.562,0.231,100,203.18395
81,toy,A-E,3.034823641,3.248032826,3.248032826,3.121072759,3.374992892,0,0.064775544,1,linear,1.617,0.25,100,203.98525
82,toy,A-E,2.933874162,3.252986439,3.252986439,3.123312249,3.38266063,0,0.066160301,1,linear,1.558,0.239,100,195.601216
83,toy,A-E,2.951480383,2.993127245,2.993127245,2.875550959,3.11070353,1,0.059987901,1,linear,1.536,0.485,100,213.826251
84,toy,A-E,3.024132541,3.04206089,3.04206089,2.926012993,3.158108787,1,0.059208111,1,linear,1.66,0.23,100,213.363183
85,toy,A-E,3.066911837,3.058372594,3.058372594,2.931753915,3.184991272,1,0.064601366,1,linear,1.662,0.278,100,218.053402
86,toy,A-E,2.903825404,3.158253137,3.158253137,3.036924954,3.279581319,0,0.061902134,1,linear,1.606,0.27,100,203.176654
87,toy,A-E,3.110544419,2.884587455,2.884587455,2.759429693,3.009745218,0,0.063856001,1,linear,1.637,0.234,100,208.071984
88,toy,A-E,2.978941377,3.134653511,3.134383895,3.019694077,3.249073714,0,0.058515213,1,linear,1.539,0.212,100,201.009548
89,toy,A-E,3.071772365,3.173465817,3.173465817,3.038548499,3.308383134,1,0.068835366,1,linear,1.652,0.246,100,213.532261
90,toy,A-E,2.932818684,2.974649528,2.974649528,2.848587728,3.100711329,1,0.064317245,1,linear,1.662,0.22,100,212.640927
91,toy,A-E,2.935007876,3.1279091,3.1279091,3.002943404,3.252874797,0,0.063758008,1,linear,1.567,0.23,100,217.106632
92,toy,A-E,3.025785647,3.330237638,3.330237638,3.204817798,3.455657478,0,0.063989714,1,linear,1.84,0.212,100,222.3567
93,toy,A-E,3.022473826,3.122721677,3.122721677,3.001731495,3.243711859,1,0.061729685,1,linear,1.506,0.232,100,224.680366
94,toy,A-E,2.995859028,2.902735887,2.902735887,2.779408313,3.026063462,1,0.062922232,1,linear,1.651,0.281,100,208.619986
95,toy,A-E,2.977304576,3.067307183,3.067307183,2.943069316,3.19154505,1,0.063386667,1,linear,1.684,0.244,100,208.538742
96,toy,A-E,2.86754332,3.014524059,3.014524059,2.889729446,3.139318672,0,0.063670721,1,linear,1.649,0.234,100,205.27518
97,toy,A-E,2.900703045,2.92513044,2.92513044,2.800198294,3.050062587,1,0.063740891,1,linear,1.65,0.22,100,198.648548
98,toy,A-E,3.076487321,3.058759771,3.058759771,2.927583643,3.1899359,1,0.066926596,1,linear,1.743,0.257,100,196.924663
99,toy,A-E,3.049207672,3.291646331,3.291646331,3.169332911,3.413959752,0,0.062404806,1,linear,1.786,0.237,100,208.163941
100,toy,A-E,2.88136479,3.060144814,3.060144814,2.937814137,3.18247549,0,0.06241361,1,linear,1.671,0.234,100,201.357247
