id,name,boot_mtd,att_true,att_est,att_est_debiased,lower,upper,covered,sd_boot,n_split,mu_model,time_on_matching,time_on_bootstrap
1,toy,regression,3.0199728796866863,3.0411292450954823,3.041049870640336,2.6905176728891873,3.3917408173017694,1,0.1787424949924464,1,linear,1.6100000000000136,0.004000000000019099
2,toy,regression,3.0667244593731304,3.2414536829402376,3.2414350126395814,2.8860031760155325,3.59690418986495,1,0.1812195478198798,1,linear,1.33299999999997,0.011999999999943611
3,toy,regression,3.0392847557789184,3.2295404836127224,3.2300219963712555,2.89290430250644,3.5661766647190065,1,0.17164724068949352,1,linear,1.3780000000000427,0.0049999999999954525
4,toy,regression,2.9449016489856072,3.1611039520956963,3.1611057996190794,2.82808398970649,3.4941239144849097,1,0.16978281406229528,1,linear,1.363999999999919,0.004000000000019099
5,toy,regression,3.111245894757618,3.27821684288893,3.277967104471993,2.9339895414011314,3.622444144376729,1,0.17548825093369302,1,linear,1.3190000000000737,0.0039999999999054126
6,toy,regression,3.068167106129488,3.1251731840797143,3.125106707552408,2.799067481955773,3.451278886203659,1,0.16626271242840776,1,linear,1.3210000000000264,0.004000000000019099
7,toy,regression,2.9561705005878927,3.1925337804753404,3.193311294477628,2.8520979254036827,3.5329696355469946,1,0.17356823259117163,1,linear,1.3719999999999573,0.004000000000019099
8,toy,regression,2.9433709790150653,3.1539156620361224,3.153917667822631,2.811590819566053,3.4962405045061917,1,0.1745128491078982,1,linear,1.3199999999999363,0.0030000000000427463
9,toy,regression,3.0874169156096376,2.999355365577462,2.9994828268706195,2.6611020490861756,3.337608682068745,1,0.172432616622182,1,linear,1.288000000000011,0.004000000000019099
10,toy,regression,3.09529082977663,3.133017575158993,3.1341131270791784,2.7962116140831297,3.46982353623485,1,0.17171028711661107,1,linear,1.3600000000000136,0.0049999999999954525
11,toy,regression,3.0588074876539983,3.1553600244917863,3.1555109102532275,2.794122498372546,3.516597550611022,1,0.18415059544197393,1,linear,1.3179999999999836,0.004000000000019099
12,toy,regression,3.082271991972457,3.2679388003297563,3.2679684233094943,2.9564336184448803,3.5794439822146358,1,0.15882452544774978,1,linear,1.2950000000000728,0.004000000000019099
13,toy,regression,3.022667564563164,3.2272822737349394,3.227221147430835,2.8937272827255254,3.560837264744347,1,0.17006687605401258,1,linear,1.2889999999999873,0.0039999999999054126
14,toy,regression,3.0406182406319946,3.213380653845366,3.213253531226971,2.8621276270672626,3.5646336806234626,1,0.17906844299595845,1,linear,1.4100000000000819,0.004000000000019099
15,toy,regression,2.9859297794152155,3.190503029836993,3.19049367780255,2.8551581982476124,3.5258478614263753,1,0.170942556420442,1,linear,1.5130000000000337,0.0039999999999054126
16,toy,regression,2.9099281027507864,3.106214643810606,3.106090353795056,2.777867667628138,3.434561619993075,1,0.16740706571159025,1,linear,1.475999999999999,0.004000000000019099
17,toy,regression,3.0257720435112208,3.197455214173724,3.1974564748965717,2.849991162953274,3.5449192653941797,1,0.17712789725243522,1,linear,1.322999999999979,0.0030000000000427463
18,toy,regression,3.1474279492628363,3.439848469293759,3.4398066359459216,3.093736691253319,3.7859602473342027,1,0.17646916873328022,1,linear,1.280999999999949,0.004000000000019099
19,toy,regression,2.9514272733105247,2.936886902399131,2.937064204879725,2.5980879835190414,3.2756858212792204,1,0.1727366241061005,1,linear,1.3729999999999336,0.0049999999999954525
20,toy,regression,3.1211678301751236,3.057281871572937,3.057268360933774,2.714071074008264,3.4004926691376083,1,0.1749827812277071,1,linear,1.4390000000000782,0.0039999999999054126
21,toy,regression,2.9536049522307826,3.074080556262076,3.0740962081614276,2.7302152404562054,3.4179458720679543,1,0.17529172237196203,1,linear,1.4420000000000073,0.0049999999999954525
22,toy,regression,3.021613529797363,3.196349182576732,3.196613987808933,2.853947927476026,3.538750437677439,1,0.17458045373913766,1,linear,1.4880000000000564,0.0049999999999954525
23,toy,regression,3.0020864138032977,3.0028184086162746,3.0030852067137856,2.661775801065731,3.343861016166826,1,0.1738860097616892,1,linear,1.399000000000001,0.0049999999999954525
24,toy,regression,2.959140327385717,3.1440349924675406,3.144031193224797,2.8162745345631,3.4717954503719777,1,0.16712188082105872,1,linear,1.4399999999999409,0.005999999999971806
25,toy,regression,2.8066622166532955,2.8350754702131855,2.8350597024409345,2.4802990351769347,3.1898519052494416,1,0.1808613427502006,1,linear,1.407000000000039,0.0039999999999054126
26,toy,regression,3.0216642922755996,3.4413147173661667,3.4412203161717163,3.1398544267232693,3.742775008009055,0,0.15370526938124507,1,linear,1.4260000000000446,0.004000000000019099
27,toy,regression,2.8418052896593387,2.969494124455065,2.969477669092865,2.6290477478064878,3.3099405011036396,1,0.17357837481166688,1,linear,1.441000000000031,0.004000000000019099
28,toy,regression,3.0748843007687596,3.146122436192564,3.1462499185315558,2.80689527408882,3.485349598296306,1,0.1729477427434412,1,linear,1.5360000000000582,0.0049999999999954525
29,toy,regression,3.020783044867343,3.0758179725884416,3.07587756475281,2.7513252388243994,3.400310706352483,1,0.16545200775913974,1,linear,1.447999999999979,0.0049999999999954525
30,toy,regression,3.072602270760067,3.116121487293107,3.116340280218212,2.7859442192043833,3.446298755381826,1,0.1682986771328026,1,linear,1.3349999999999227,0.004000000000019099
31,toy,regression,2.9263111584219477,3.114097041429475,3.114055699220186,2.7573285068212208,3.4708655760377294,1,0.18191122780449,1,linear,1.3149999999999409,0.004000000000019099
32,toy,regression,2.9396911371699463,3.227310334283385,3.2293407995851973,2.903763344854415,3.5508573237123544,1,0.16494145804515054,1,linear,1.3400000000000318,0.004000000000019099
